current_state,year,population,from,from_different_state_Total
New Hampshire,2011,1305678,South Carolina,37000
New Jersey,2011,8719952,South Carolina,140194
New Mexico,2011,2055293,South Carolina,62130
New York,2011,19248685,South Carolina,282209
North Carolina,2011,9539412,South Carolina,265291
North Dakota,2011,675161,South Carolina,32510
Ohio,2011,11418944,South Carolina,191778
Oklahoma,2011,3742698,South Carolina,108878
Oregon,2011,3828714,South Carolina,127906
Pennsylvania,2011,12610486,South Carolina,234291
Rhode Island,2011,1040022,South Carolina,26769
South Carolina,2011,4624180,South Carolina,157644
South Dakota,2011,814175,South Carolina,27506
Tennessee,2011,6333466,South Carolina,170969
Texas,2011,25327104,South Carolina,514726
Utah,2011,2769627,South Carolina,85217
Vermont,2011,621354,South Carolina,20463
Virginia,2011,7996552,South Carolina,257130
Washington,2011,6748474,South Carolina,208507
West Virginia,2011,1836614,South Carolina,50068
Wisconsin,2011,5647213,South Carolina,109439
Wyoming,2011,561389,South Carolina,30651
Puerto Rico,2011,3669195,South Carolina,22649
Alabama,2012,4764428,South Carolina,104600
Alaska,2012,721186,South Carolina,33415
Arizona,2012,6468907,South Carolina,232457
Arkansas,2012,2912680,South Carolina,76948
California,2012,37572738,South Carolina,493641
Colorado,2012,5123944,South Carolina,205060
Connecticut,2012,3555319,South Carolina,80311
Delaware,2012,906576,South Carolina,34757
District of Columbia ,2012,624847,South Carolina,53830
Florida,2012,19114620,South Carolina,537148
Georgia,2012,9796547,South Carolina,277466
Hawaii,2012,1374852,South Carolina,55145
Idaho,2012,1573036,South Carolina,59283
Illinois,2012,12725119,South Carolina,208755
Indiana,2012,6457067,South Carolina,134137
Iowa,2012,3035469,South Carolina,75760
Kansas,2012,2848708,South Carolina,88284
Kentucky,2012,4328626,South Carolina,112787
Louisiana,2012,4545914,South Carolina,91215
Maine,2012,1315586,South Carolina,27523
Maryland,2012,5816472,South Carolina,154983
Massachusetts,2012,6580641,South Carolina,142577
Michigan,2012,9778980,South Carolina,133981
Minnesota,2012,5315228,South Carolina,101042
Mississippi,2012,2947696,South Carolina,73500
Missouri,2012,5951913,South Carolina,162930
Montana,2012,995544,South Carolina,37690
Nebraska,2012,1829420,South Carolina,43266
Nevada,2012,2725280,South Carolina,124285
New Hampshire,2012,1309203,South Carolina,50484
New Jersey,2012,8772744,South Carolina,130223
New Mexico,2012,2060595,South Carolina,54693
New York,2012,19352153,South Carolina,270053
North Carolina,2012,9640490,South Carolina,273149
North Dakota,2012,689838,South Carolina,38213
Ohio,2012,11414635,South Carolina,196391
Oklahoma,2012,3762311,South Carolina,108972
Oregon,2012,3857465,South Carolina,118925
Pennsylvania,2012,12630082,South Carolina,215500
Rhode Island,2012,1040527,South Carolina,33446
South Carolina,2012,4668886,South Carolina,156705
South Dakota,2012,821669,South Carolina,26051
Tennessee,2012,6378278,South Carolina,177098
Texas,2012,25711791,South Carolina,507752
Utah,2012,2805440,South Carolina,87870
Vermont,2012,620224,South Carolina,24431
Virginia,2012,8085389,South Carolina,250653
Washington,2012,6815763,South Carolina,215494
West Virginia,2012,1837518,South Carolina,47125
Wisconsin,2012,5660677,South Carolina,99192
Wyoming,2012,569734,South Carolina,31149
Puerto Rico,2012,3628402,South Carolina,20044
Alabama,2013,4781296,South Carolina,104102
Alaska,2013,725193,South Carolina,34360
Arizona,2013,6543362,South Carolina,236146
Arkansas,2013,2923642,South Carolina,70621
California,2013,37873189,South Carolina,485477
Colorado,2013,5206012,South Carolina,206543
Connecticut,2013,3562959,South Carolina,88351
Delaware,2013,914025,South Carolina,36790
District of Columbia ,2013,636535,South Carolina,46571
Florida,2013,19345059,South Carolina,529406
Georgia,2013,9870319,South Carolina,278972
Hawaii,2013,1387361,South Carolina,58083
Idaho,2013,1592596,South Carolina,61592
Illinois,2013,12740816,South Carolina,223605
Indiana,2013,6492306,South Carolina,133508
Iowa,2013,3053635,South Carolina,75650
Kansas,2013,2854869,South Carolina,89735
Kentucky,2013,4345186,South Carolina,103207
Louisiana,2013,4568320,South Carolina,91889
Maine,2013,1315753,South Carolina,36780
Maryland,2013,5857213,South Carolina,161525
Massachusetts,2013,6619999,South Carolina,135150
Michigan,2013,9784094,South Carolina,144091
Minnesota,2013,5353441,South Carolina,104825
Mississippi,2013,2957797,South Carolina,68588
Missouri,2013,5973448,South Carolina,159936
Montana,2013,1003013,South Carolina,40035
Nebraska,2013,1842900,South Carolina,45854
Nevada,2013,2757365,South Carolina,126583
New Hampshire,2013,1310978,South Carolina,44867
New Jersey,2013,8803679,South Carolina,136907
New Mexico,2013,2059689,South Carolina,56808
New York,2013,19431954,South Carolina,272066
North Carolina,2013,9737365,South Carolina,275922
North Dakota,2013,714804,South Carolina,38908
Ohio,2013,11439593,South Carolina,185749
Oklahoma,2013,3801521,South Carolina,109255
Oregon,2013,3888216,South Carolina,143841
Pennsylvania,2013,12639493,South Carolina,224280
Rhode Island,2013,1040986,South Carolina,34108
South Carolina,2013,4720602,South Carolina,166047
South Dakota,2013,832703,South Carolina,30042
Tennessee,2013,6419226,South Carolina,186525
Texas,2013,26087349,South Carolina,548034
Utah,2013,2854667,South Carolina,97869
Vermont,2013,621256,South Carolina,23180
Virginia,2013,8163664,South Carolina,266348
Washington,2013,6888552,South Carolina,208215
West Virginia,2013,1837863,South Carolina,51957
Wisconsin,2013,5681024,South Carolina,100846
Wyoming,2013,575933,South Carolina,27584
Puerto Rico,2013,3579220,South Carolina,24652
Alabama,2014,4791931,South Carolina,107919
Alaska,2014,725206,South Carolina,37842
Arizona,2014,6651964,South Carolina,249730
Arkansas,2014,2931123,South Carolina,74741
California,2014,38340324,South Carolina,513968
Colorado,2014,5293943,South Carolina,218728
Connecticut,2014,3558915,South Carolina,82746
Delaware,2014,924770,South Carolina,32166
District of Columbia ,2014,648586,South Carolina,56234
Florida,2014,19683763,South Carolina,546501
Georgia,2014,9970167,South Carolina,274095
Hawaii,2014,1401004,South Carolina,58144
Idaho,2014,1613068,South Carolina,64633
Illinois,2014,12730206,South Carolina,209536
Indiana,2014,6516181,South Carolina,139846
Iowa,2014,3067872,South Carolina,79194
Kansas,2014,2866584,South Carolina,96467
Kentucky,2014,4357819,South Carolina,104975
Louisiana,2014,4593505,South Carolina,97814
Maine,2014,1317638,South Carolina,39065
Maryland,2014,5911235,South Carolina,156787
Massachusetts,2014,6674907,South Carolina,146622
Michigan,2014,9795659,South Carolina,149991
Minnesota,2014,5385219,South Carolina,106783
Mississippi,2014,2957658,South Carolina,73927
Missouri,2014,5992195,South Carolina,153320
Montana,2014,1012169,South Carolina,37561
Nebraska,2014,1855356,South Carolina,52200
Nevada,2014,2806170,South Carolina,130390
New Hampshire,2014,1314735,South Carolina,41393
New Jersey,2014,8840346,South Carolina,128911
New Mexico,2014,2060189,South Carolina,68917
New York,2014,19528220,South Carolina,258571
North Carolina,2014,9832152,South Carolina,286533
North Dakota,2014,729874,South Carolina,39059
Ohio,2014,11464891,South Carolina,196742
Oklahoma,2014,3827288,South Carolina,111346
Oregon,2014,3927857,South Carolina,137008
Pennsylvania,2014,12645888,South Carolina,232889
Rhode Island,2014,1045791,South Carolina,32621
South Carolina,2014,4780659,South Carolina,171969
South Dakota,2014,842076,South Carolina,28198
Tennessee,2014,6471445,South Carolina,182130
Texas,2014,26588600,South Carolina,538572
Utah,2014,2894001,South Carolina,90234
Vermont,2014,620898,South Carolina,22635
Virginia,2014,8224054,South Carolina,262477
Washington,2014,6979369,South Carolina,220259
West Virginia,2014,1831414,South Carolina,47957
Wisconsin,2014,5692727,South Carolina,117831
Wyoming,2014,577782,South Carolina,25992
Puerto Rico,2014,3511186,South Carolina,19771
Alabama,2015,4801599,South Carolina,114876
Alaska,2015,727862,South Carolina,34696
Arizona,2015,6747595,South Carolina,253281
Arkansas,2015,2938341,South Carolina,81594
California,2015,38675135,South Carolina,514477
Colorado,2015,5393067,South Carolina,227445
Connecticut,2015,3554844,South Carolina,76997
Delaware,2015,935813,South Carolina,44495
District of Columbia ,2015,663006,South Carolina,59905
Florida,2015,20068392,South Carolina,584938
Georgia,2015,10088525,South Carolina,283325
Hawaii,2015,1414355,South Carolina,53742
Idaho,2015,1635366,South Carolina,73809
Illinois,2015,12706393,South Carolina,209828
Indiana,2015,6540691,South Carolina,147529
Iowa,2015,3081446,South Carolina,85937
Kansas,2015,2875640,South Carolina,91340
Kentucky,2015,4373403,South Carolina,106918
Louisiana,2015,4612024,South Carolina,93321
Maine,2015,1317444,South Carolina,30123
Maryland,2015,5934005,South Carolina,168894
Massachusetts,2015,6725678,South Carolina,132642
Michigan,2015,9811416,South Carolina,142639
Minnesota,2015,5419822,South Carolina,108476
Mississippi,2015,2959289,South Carolina,69351
Missouri,2015,6015580,South Carolina,159152
Montana,2015,1019646,South Carolina,42760
Nebraska,2015,1869217,South Carolina,52950
Nevada,2015,2859489,South Carolina,135999
New Hampshire,2015,1318121,South Carolina,53446
New Jersey,2015,8854363,South Carolina,144074
New Mexico,2015,2060441,South Carolina,55753
New York,2015,19570171,South Carolina,257611
North Carolina,2015,9927547,South Carolina,310612
North Dakota,2015,745291,South Carolina,42618
Ohio,2015,11482142,South Carolina,203475
Oklahoma,2015,3864908,South Carolina,110878
Oregon,2015,3985712,South Carolina,141162
Pennsylvania,2015,12662192,South Carolina,232683
Rhode Island,2015,1045062,South Carolina,38344
South Carolina,2015,4839984,South Carolina,170366
South Dakota,2015,848285,South Carolina,26962
Tennessee,2015,6522259,South Carolina,195923
Texas,2015,27092848,South Carolina,553032
Utah,2015,2947423,South Carolina,97361
Vermont,2015,619952,South Carolina,21232
Virginia,2015,8283737,South Carolina,277715
Washington,2015,7089143,South Carolina,230907
West Virginia,2015,1823753,South Carolina,42078
Wisconsin,2015,5708201,South Carolina,106511
Wyoming,2015,579102,South Carolina,35947
Puerto Rico,2015,3443445,South Carolina,24762
Alabama,2016,4810126,South Carolina,122220
Alaska,2016,731760,South Carolina,31300
Arizona,2016,6851836,South Carolina,273257
Arkansas,2016,2949650,South Carolina,71083
California,2016,38783436,South Carolina,514758
Colorado,2016,5476928,South Carolina,223260
Connecticut,2016,3541758,South Carolina,75586
Delaware,2016,942073,South Carolina,33400
District of Columbia ,2016,672022,South Carolina,58154
Florida,2016,20401575,South Carolina,605018
Georgia,2016,10179860,South Carolina,305040
Hawaii,2016,1410258,South Carolina,57229
Idaho,2016,1663756,South Carolina,71556
Illinois,2016,12654142,South Carolina,203713
Indiana,2016,6554084,South Carolina,145782
Iowa,2016,3097283,South Carolina,78263
Kansas,2016,2870529,South Carolina,88830
Kentucky,2016,4385213,South Carolina,113238
Louisiana,2016,4622042,South Carolina,85371
Maine,2016,1319292,South Carolina,38590
Maryland,2016,5949566,South Carolina,158647
Massachusetts,2016,6745441,South Carolina,149408
Michigan,2016,9813772,South Carolina,155874
Minnesota,2016,5455904,South Carolina,111307
Mississippi,2016,2951081,South Carolina,64639
Missouri,2016,6022165,South Carolina,162809
Montana,2016,1032794,South Carolina,37775
Nebraska,2016,1882987,South Carolina,51448
Nevada,2016,2907243,South Carolina,117899
New Hampshire,2016,1322101,South Carolina,52457
New Jersey,2016,8852286,South Carolina,144359
New Mexico,2016,2057857,South Carolina,64802
New York,2016,19526443,South Carolina,260723
North Carolina,2016,10032407,South Carolina,330896
North Dakota,2016,746271,South Carolina,29655
Ohio,2016,11481752,South Carolina,195396
Oklahoma,2016,3873232,South Carolina,102000
Oregon,2016,4052221,South Carolina,139334
Pennsylvania,2016,12645493,South Carolina,252060
Rhode Island,2016,1045691,South Carolina,32800
South Carolina,2016,4903788,South Carolina,165230
South Dakota,2016,853832,South Carolina,31789
Tennessee,2016,6580953,South Carolina,170867
Texas,2016,27472626,South Carolina,531996
Utah,2016,3002244,South Carolina,107083
Vermont,2016,619387,South Carolina,21262
Virginia,2016,8312297,South Carolina,264164
Washington,2016,7202119,South Carolina,257728
West Virginia,2016,1810709,South Carolina,47196
Wisconsin,2016,5712104,South Carolina,118814
Wyoming,2016,577567,South Carolina,26471
Puerto Rico,2016,3384760,South Carolina,21196
Alabama,2017,4819343,South Carolina,111803
Alaska,2017,730874,South Carolina,30199
Arizona,2017,6935358,South Carolina,261727
Arkansas,2017,2968395,South Carolina,79411
California,2017,39085984,South Carolina,523131
Colorado,2017,5542282,South Carolina,226933
Connecticut,2017,3556297,South Carolina,83325
Delaware,2017,952449,South Carolina,38532
District of Columbia ,2017,684810,South Carolina,56231
Florida,2017,20772371,South Carolina,566476
Georgia,2017,10299497,South Carolina,278889
Hawaii,2017,1410750,South Carolina,46457
Idaho,2017,1694182,South Carolina,71899
Illinois,2017,12659328,South Carolina,195092
Indiana,2017,6591598,South Carolina,142290
Iowa,2017,3106880,South Carolina,77072
Kansas,2017,2876925,South Carolina,86154
Kentucky,2017,4404279,South Carolina,103985
Louisiana,2017,4629962,South Carolina,72836
Maine,2017,1322591,South Carolina,34252
Maryland,2017,5988007,South Carolina,165654
Massachusetts,2017,6789798,South Carolina,146299
Michigan,2017,9851330,South Carolina,148787
Minnesota,2017,5510902,South Carolina,115623
Mississippi,2017,2946971,South Carolina,73549
Missouri,2017,6039877,South Carolina,164957
Montana,2017,1039170,South Carolina,35456
Nebraska,2017,1894217,South Carolina,52507
Nevada,2017,2963456,South Carolina,133074
New Hampshire,2017,1330742,South Carolina,52893
New Jersey,2017,8910191,South Carolina,152106
New Mexico,2017,2062628,South Carolina,57255
New York,2017,19638923,South Carolina,285252
North Carolina,2017,10158556,South Carolina,313834
North Dakota,2017,744641,South Carolina,37315
Ohio,2017,11520109,South Carolina,198929
Oklahoma,2017,3875922,South Carolina,101961
Oregon,2017,4102048,South Carolina,149513
Pennsylvania,2017,12674642,South Carolina,250120
Rhode Island,2017,1048549,South Carolina,36850
South Carolina,2017,4966211,South Carolina,166573
South Dakota,2017,856726,South Carolina,26106
Tennessee,2017,6642072,South Carolina,191909
Texas,2017,27924632,South Carolina,524511
Utah,2017,3056193,South Carolina,99584
Vermont,2017,619089,South Carolina,21868
Virginia,2017,8372522,South Carolina,250490
Washington,2017,7318811,South Carolina,260787
West Virginia,2017,1798306,South Carolina,40007
Wisconsin,2017,5731549,South Carolina,112519
Wyoming,2017,573483,South Carolina,18511
Puerto Rico,2017,3313519,South Carolina,20167
Alabama,2018,4832358,South Carolina,109301
Alaska,2018,727164,South Carolina,32099
Arizona,2018,7090137,South Carolina,273714
Arkansas,2018,2975961,South Carolina,73179
California,2018,39114889,South Carolina,501023
Colorado,2018,5633029,South Carolina,239153
Connecticut,2018,3538203,South Carolina,84718
Delaware,2018,958770,South Carolina,34451
District of Columbia ,2018,693798,South Carolina,47555
Florida,2018,21092877,South Carolina,587261
Georgia,2018,10410462,South Carolina,274273
Hawaii,2018,1403653,South Carolina,54074
Idaho,2018,1734756,South Carolina,79765
Illinois,2018,12599244,South Carolina,206620
Indiana,2018,6612948,South Carolina,145256
Iowa,2018,3119306,South Carolina,74199
Kansas,2018,2874208,South Carolina,95748
Kentucky,2018,4414714,South Carolina,110456
Louisiana,2018,4603081,South Carolina,81355
Maine,2018,1324095,South Carolina,34706
Maryland,2018,5974521,South Carolina,163216
Massachusetts,2018,6834364,South Carolina,144042
Michigan,2018,9891083,South Carolina,139276
Minnesota,2018,5543490,South Carolina,100270
Mississippi,2018,2955717,South Carolina,68000
Missouri,2018,6053109,South Carolina,152326
Montana,2018,1051757,South Carolina,43375
Nebraska,2018,1905843,South Carolina,54579
Nevada,2018,3003761,South Carolina,127362
New Hampshire,2018,1344750,South Carolina,48367
New Jersey,2018,8815804,South Carolina,159846
New Mexico,2018,2072546,South Carolina,60068
New York,2018,19329704,South Carolina,254447
North Carolina,2018,10274540,South Carolina,318681
North Dakota,2018,749825,South Carolina,33735
Ohio,2018,11555163,South Carolina,198026
Oklahoma,2018,3895983,South Carolina,106943
Oregon,2018,4152756,South Carolina,140627
Pennsylvania,2018,12674699,South Carolina,253520
Rhode Island,2018,1047975,South Carolina,32841
South Carolina,2018,5029034,South Carolina,186505
South Dakota,2018,871271,South Carolina,26775
Tennessee,2018,6692936,South Carolina,209377
Texas,2018,28333482,South Carolina,563945
Utah,2018,3114717,South Carolina,100824
Vermont,2018,621681,South Carolina,26306
Virginia,2018,8424340,South Carolina,274003
Washington,2018,7453439,South Carolina,260906
West Virginia,2018,1787630,South Carolina,43841
Wisconsin,2018,5751525,South Carolina,114613
Wyoming,2018,570867,South Carolina,25734
Puerto Rico,2018,3173956,South Carolina,20900
Alabama,2019,4849509,South Carolina,104780
Alaska,2019,722063,South Carolina,34031
Arizona,2019,7200620,South Carolina,253295
Arkansas,2019,2989054,South Carolina,59723
California,2019,39084048,South Carolina,480204
Colorado,2019,5701658,South Carolina,240600
Connecticut,2019,3531986,South Carolina,90044
Delaware,2019,964817,South Carolina,38014
District of Columbia ,2019,697556,South Carolina,58879
Florida,2019,21269409,South Carolina,601611
Georgia,2019,10499808,South Carolina,284541
Hawaii,2019,1396819,South Carolina,49708
Idaho,2019,1764327,South Carolina,78730
Illinois,2019,12536539,South Carolina,190627
Indiana,2019,6656971,South Carolina,151443
Iowa,2019,3121385,South Carolina,72651
Kansas,2019,2879518,South Carolina,94648
Kentucky,2019,4421512,South Carolina,100057
Louisiana,2019,4595111,South Carolina,67640
Maine,2019,1331656,South Carolina,36129
Maryland,2019,5979602,South Carolina,141766
Massachusetts,2019,6828110,South Carolina,144079
Michigan,2019,9880758,South Carolina,132008
Minnesota,2019,5575235,South Carolina,106920
Mississippi,2019,2943737,South Carolina,61683
Missouri,2019,6069697,South Carolina,152345
Montana,2019,1056994,South Carolina,40862
Nebraska,2019,1910711,South Carolina,46064
Nevada,2019,3048602,South Carolina,132950
New Hampshire,2019,1350155,South Carolina,50288
New Jersey,2019,8791672,South Carolina,149260
New Mexico,2019,2073628,South Carolina,55545
New York,2019,19240920,South Carolina,254806
North Carolina,2019,10371906,South Carolina,315215
North Dakota,2019,750501,South Carolina,36668
Ohio,2019,11556037,South Carolina,205542
Oklahoma,2019,3907258,South Carolina,101844
Oregon,2019,4178578,South Carolina,129921
Pennsylvania,2019,12670245,South Carolina,267465
Rhode Island,2019,1050602,South Carolina,34984
South Carolina,2019,5092727,South Carolina,176008
South Dakota,2019,872708,South Carolina,26934
Tennessee,2019,6754461,South Carolina,196765
Texas,2019,28642658,South Carolina,559661
Utah,2019,3162102,South Carolina,95608
Vermont,2019,617560,South Carolina,21212
Virginia,2019,8439982,South Carolina,264855
Washington,2019,7527366,South Carolina,231956
West Virginia,2019,1773280,South Carolina,39548
Wisconsin,2019,5760481,South Carolina,107973
Wyoming,2019,572884,South Carolina,30247
Puerto Rico,2019,3175835,South Carolina,31144
Alabama,2010,4729509,South Dakota,108723
Alaska,2010,702974,South Dakota,36326
Arizona,2010,6332786,South Dakota,222725
Arkansas,2010,2888304,South Dakota,79127
California,2010,36907897,South Dakota,444749
Colorado,2010,4988190,South Dakota,186366
Connecticut,2010,3541146,South Dakota,77333
Delaware,2010,889812,South Dakota,30759
District of Columbia ,2010,596747,South Dakota,51244
Florida,2010,18647600,South Dakota,482889
Georgia,2010,9587237,South Dakota,249459
Hawaii,2010,1346274,South Dakota,53581
Idaho,2010,1550967,South Dakota,55638
Illinois,2010,12680126,South Dakota,203959
Indiana,2010,6414862,South Dakota,127353
Iowa,2010,3013053,South Dakota,72557
Kansas,2010,2820894,South Dakota,95059
Kentucky,2010,4296639,South Dakota,118443
Louisiana,2010,4483529,South Dakota,97889
Maine,2010,1313902,South Dakota,27758
Maryland,2010,5716785,South Dakota,164484
Massachusetts,2010,6489250,South Dakota,140162
Michigan,2010,9762127,South Dakota,116149
Minnesota,2010,5244256,South Dakota,89872
Mississippi,2010,2931228,South Dakota,72321
Missouri,2010,5920858,South Dakota,145226
Montana,2010,978507,South Dakota,35630
Nebraska,2010,1802697,South Dakota,51290
Nevada,2010,2667364,South Dakota,102677
New Hampshire,2010,1303865,South Dakota,39367
New Jersey,2010,8709933,South Dakota,127369
New Mexico,2010,2039549,South Dakota,73605
New York,2010,19171916,South Dakota,269427
North Carolina,2010,9443000,South Dakota,263256
North Dakota,2010,665654,South Dakota,30100
Ohio,2010,11405101,South Dakota,172633
Oklahoma,2010,3716264,South Dakota,106511
Oregon,2010,3794008,South Dakota,116700
Pennsylvania,2010,12577555,South Dakota,235580
Rhode Island,2010,1042240,South Dakota,32059
South Carolina,2010,4577399,South Dakota,152441
South Dakota,2010,805616,South Dakota,25777
Tennessee,2010,6282706,South Dakota,159778
Texas,2010,24899075,South Dakota,486558
Utah,2010,2724064,South Dakota,77780
Vermont,2010,619363,South Dakota,22529
Virginia,2010,7930773,South Dakota,259507
Washington,2010,6661321,South Dakota,191784
West Virginia,2010,1833535,South Dakota,39609
Wisconsin,2010,5623196,South Dakota,93065
Wyoming,2010,556954,South Dakota,28046
Puerto Rico,2010,3676493,South Dakota,31732
Alabama,2011,4745278,South Dakota,117726
Alaska,2011,711962,South Dakota,35084
Arizona,2011,6402301,South Dakota,222877
Arkansas,2011,2906632,South Dakota,69845
California,2011,37222678,South Dakota,468428
Colorado,2011,5048443,South Dakota,202124
Connecticut,2011,3548667,South Dakota,71502
Delaware,2011,897187,South Dakota,33912
District of Columbia ,2011,611608,South Dakota,48066
Florida,2011,18863948,South Dakota,498597
Georgia,2011,9699859,South Dakota,271077
Hawaii,2011,1357806,South Dakota,57542
Idaho,2011,1559637,South Dakota,60336
Illinois,2011,12718402,South Dakota,216204
Indiana,2011,6437155,South Dakota,127874
Iowa,2011,3027718,South Dakota,70405
Kansas,2011,2833584,South Dakota,83640
Kentucky,2011,4316297,South Dakota,110031
Louisiana,2011,4518629,South Dakota,99138
Maine,2011,1315833,South Dakota,33818
Maryland,2011,5759087,South Dakota,153979
Massachusetts,2011,6515057,South Dakota,139830
Michigan,2011,9766574,South Dakota,139158
Minnesota,2011,5277329,South Dakota,101029
Mississippi,2011,2943021,South Dakota,68511
Missouri,2011,5937896,South Dakota,149439
Montana,2011,987076,South Dakota,33553
Nebraska,2011,1817126,South Dakota,52070
Nevada,2011,2688336,South Dakota,110345
New Hampshire,2011,1305678,South Dakota,37000
New Jersey,2011,8719952,South Dakota,140194
New Mexico,2011,2055293,South Dakota,62130
New York,2011,19248685,South Dakota,282209
North Carolina,2011,9539412,South Dakota,265291
North Dakota,2011,675161,South Dakota,32510
Ohio,2011,11418944,South Dakota,191778
Oklahoma,2011,3742698,South Dakota,108878
Oregon,2011,3828714,South Dakota,127906
Pennsylvania,2011,12610486,South Dakota,234291
Rhode Island,2011,1040022,South Dakota,26769
South Carolina,2011,4624180,South Dakota,157644
South Dakota,2011,814175,South Dakota,27506
Tennessee,2011,6333466,South Dakota,170969
Texas,2011,25327104,South Dakota,514726
Utah,2011,2769627,South Dakota,85217
Vermont,2011,621354,South Dakota,20463
Virginia,2011,7996552,South Dakota,257130
Washington,2011,6748474,South Dakota,208507
West Virginia,2011,1836614,South Dakota,50068
Wisconsin,2011,5647213,South Dakota,109439
Wyoming,2011,561389,South Dakota,30651
Puerto Rico,2011,3669195,South Dakota,22649
Alabama,2012,4764428,South Dakota,104600
Alaska,2012,721186,South Dakota,33415
Arizona,2012,6468907,South Dakota,232457
Arkansas,2012,2912680,South Dakota,76948
California,2012,37572738,South Dakota,493641
Colorado,2012,5123944,South Dakota,205060
Connecticut,2012,3555319,South Dakota,80311
Delaware,2012,906576,South Dakota,34757
District of Columbia ,2012,624847,South Dakota,53830
Florida,2012,19114620,South Dakota,537148
Georgia,2012,9796547,South Dakota,277466
Hawaii,2012,1374852,South Dakota,55145
Idaho,2012,1573036,South Dakota,59283
Illinois,2012,12725119,South Dakota,208755
Indiana,2012,6457067,South Dakota,134137
Iowa,2012,3035469,South Dakota,75760
Kansas,2012,2848708,South Dakota,88284
Kentucky,2012,4328626,South Dakota,112787
Louisiana,2012,4545914,South Dakota,91215
Maine,2012,1315586,South Dakota,27523
Maryland,2012,5816472,South Dakota,154983
Massachusetts,2012,6580641,South Dakota,142577
Michigan,2012,9778980,South Dakota,133981
Minnesota,2012,5315228,South Dakota,101042
Mississippi,2012,2947696,South Dakota,73500
Missouri,2012,5951913,South Dakota,162930
Montana,2012,995544,South Dakota,37690
Nebraska,2012,1829420,South Dakota,43266
Nevada,2012,2725280,South Dakota,124285
New Hampshire,2012,1309203,South Dakota,50484
New Jersey,2012,8772744,South Dakota,130223
New Mexico,2012,2060595,South Dakota,54693
New York,2012,19352153,South Dakota,270053
North Carolina,2012,9640490,South Dakota,273149
North Dakota,2012,689838,South Dakota,38213
Ohio,2012,11414635,South Dakota,196391
Oklahoma,2012,3762311,South Dakota,108972
Oregon,2012,3857465,South Dakota,118925
Pennsylvania,2012,12630082,South Dakota,215500
Rhode Island,2012,1040527,South Dakota,33446
South Carolina,2012,4668886,South Dakota,156705
South Dakota,2012,821669,South Dakota,26051
Tennessee,2012,6378278,South Dakota,177098
Texas,2012,25711791,South Dakota,507752
Utah,2012,2805440,South Dakota,87870
Vermont,2012,620224,South Dakota,24431
Virginia,2012,8085389,South Dakota,250653
Washington,2012,6815763,South Dakota,215494
West Virginia,2012,1837518,South Dakota,47125
Wisconsin,2012,5660677,South Dakota,99192
Wyoming,2012,569734,South Dakota,31149
Puerto Rico,2012,3628402,South Dakota,20044
Alabama,2013,4781296,South Dakota,104102
Alaska,2013,725193,South Dakota,34360
Arizona,2013,6543362,South Dakota,236146
Arkansas,2013,2923642,South Dakota,70621
California,2013,37873189,South Dakota,485477
Colorado,2013,5206012,South Dakota,206543
Connecticut,2013,3562959,South Dakota,88351
Delaware,2013,914025,South Dakota,36790
District of Columbia ,2013,636535,South Dakota,46571
Florida,2013,19345059,South Dakota,529406
Georgia,2013,9870319,South Dakota,278972
Hawaii,2013,1387361,South Dakota,58083
Idaho,2013,1592596,South Dakota,61592
Illinois,2013,12740816,South Dakota,223605
Indiana,2013,6492306,South Dakota,133508
Iowa,2013,3053635,South Dakota,75650
Kansas,2013,2854869,South Dakota,89735
Kentucky,2013,4345186,South Dakota,103207
Louisiana,2013,4568320,South Dakota,91889
Maine,2013,1315753,South Dakota,36780
Maryland,2013,5857213,South Dakota,161525
Massachusetts,2013,6619999,South Dakota,135150
Michigan,2013,9784094,South Dakota,144091
Minnesota,2013,5353441,South Dakota,104825
Mississippi,2013,2957797,South Dakota,68588
Missouri,2013,5973448,South Dakota,159936
Montana,2013,1003013,South Dakota,40035
Nebraska,2013,1842900,South Dakota,45854
Nevada,2013,2757365,South Dakota,126583
New Hampshire,2013,1310978,South Dakota,44867
New Jersey,2013,8803679,South Dakota,136907
New Mexico,2013,2059689,South Dakota,56808
New York,2013,19431954,South Dakota,272066
North Carolina,2013,9737365,South Dakota,275922
North Dakota,2013,714804,South Dakota,38908
Ohio,2013,11439593,South Dakota,185749
Oklahoma,2013,3801521,South Dakota,109255
Oregon,2013,3888216,South Dakota,143841
Pennsylvania,2013,12639493,South Dakota,224280
Rhode Island,2013,1040986,South Dakota,34108
South Carolina,2013,4720602,South Dakota,166047
South Dakota,2013,832703,South Dakota,30042
Tennessee,2013,6419226,South Dakota,186525
Texas,2013,26087349,South Dakota,548034
Utah,2013,2854667,South Dakota,97869
Vermont,2013,621256,South Dakota,23180
Virginia,2013,8163664,South Dakota,266348
Washington,2013,6888552,South Dakota,208215
West Virginia,2013,1837863,South Dakota,51957
Wisconsin,2013,5681024,South Dakota,100846
Wyoming,2013,575933,South Dakota,27584
Puerto Rico,2013,3579220,South Dakota,24652
Alabama,2014,4791931,South Dakota,107919
Alaska,2014,725206,South Dakota,37842
Arizona,2014,6651964,South Dakota,249730
Arkansas,2014,2931123,South Dakota,74741
California,2014,38340324,South Dakota,513968
Colorado,2014,5293943,South Dakota,218728
Connecticut,2014,3558915,South Dakota,82746
Delaware,2014,924770,South Dakota,32166
