current_state,year,population,from,number_of_people,from_different_state_Total
Hawaii,2010,1346274,Delaware,0,53581
Hawaii,2010,1346274,District of Columbia ,0,53581
Hawaii,2010,1346274,Florida,4599,53581
Hawaii,2010,1346274,Georgia,2013,53581
Hawaii,2010,1346274,Hawaii,0,53581
Hawaii,2010,1346274,Idaho,42,53581
Hawaii,2010,1346274,Illinois,715,53581
Hawaii,2010,1346274,Indiana,192,53581
Hawaii,2010,1346274,Iowa,68,53581
Hawaii,2010,1346274,Kansas,387,53581
Hawaii,2010,1346274,Kentucky,95,53581
Hawaii,2010,1346274,Louisiana,88,53581
Hawaii,2010,1346274,Maine,89,53581
Hawaii,2010,1346274,Maryland,990,53581
Hawaii,2010,1346274,Massachusetts,1283,53581
Hawaii,2010,1346274,Michigan,627,53581
Hawaii,2010,1346274,Minnesota,476,53581
Hawaii,2010,1346274,Mississippi,234,53581
Hawaii,2010,1346274,Missouri,170,53581
Hawaii,2010,1346274,Montana,150,53581
Hawaii,2010,1346274,Nebraska,0,53581
Hawaii,2010,1346274,Nevada,1925,53581
Hawaii,2010,1346274,New Hampshire,496,53581
Hawaii,2010,1346274,New Jersey,443,53581
Hawaii,2010,1346274,New Mexico,11,53581
Hawaii,2010,1346274,New York,1339,53581
Hawaii,2010,1346274,North Carolina,1510,53581
Hawaii,2010,1346274,North Dakota,69,53581
Hawaii,2010,1346274,Ohio,625,53581
Hawaii,2010,1346274,Oklahoma,57,53581
Hawaii,2010,1346274,Oregon,1834,53581
Hawaii,2010,1346274,Pennsylvania,553,53581
Hawaii,2010,1346274,Rhode Island,644,53581
Hawaii,2010,1346274,South Carolina,322,53581
Hawaii,2010,1346274,South Dakota,267,53581
Hawaii,2010,1346274,Tennessee,142,53581
Hawaii,2010,1346274,Texas,6694,53581
Hawaii,2010,1346274,Utah,467,53581
Hawaii,2010,1346274,Vermont,0,53581
Hawaii,2010,1346274,Virginia,2644,53581
Hawaii,2010,1346274,Washington,2705,53581
Hawaii,2010,1346274,West Virginia,483,53581
Hawaii,2010,1346274,Wisconsin,1168,53581
Hawaii,2010,1346274,Wyoming,18,53581
Hawaii,2010,1346274,abroad_PuertoRico,0,53581
Hawaii,2010,1346274,abroad_USIslandArea,805,53581
Hawaii,2010,1346274,abroad_ForeignCountry,17001,53581
Idaho,2010,1550967,Alabama,376,55638
Idaho,2010,1550967,Alaska,3264,55638
Idaho,2010,1550967,Arizona,3086,55638
Idaho,2010,1550967,Arkansas,45,55638
Idaho,2010,1550967,California,8932,55638
Idaho,2010,1550967,Colorado,1372,55638
Idaho,2010,1550967,Connecticut,0,55638
Idaho,2010,1550967,Delaware,0,55638
Idaho,2010,1550967,District of Columbia ,144,55638
Idaho,2010,1550967,Florida,612,55638
Idaho,2010,1550967,Georgia,313,55638
Idaho,2010,1550967,Hawaii,123,55638
Idaho,2010,1550967,Idaho,0,55638
Idaho,2010,1550967,Illinois,169,55638
Idaho,2010,1550967,Indiana,132,55638
Idaho,2010,1550967,Iowa,773,55638
Idaho,2010,1550967,Kansas,422,55638
Idaho,2010,1550967,Kentucky,315,55638
Idaho,2010,1550967,Louisiana,59,55638
Idaho,2010,1550967,Maine,202,55638
Idaho,2010,1550967,Maryland,44,55638
Idaho,2010,1550967,Massachusetts,115,55638
Idaho,2010,1550967,Michigan,427,55638
Idaho,2010,1550967,Minnesota,465,55638
Idaho,2010,1550967,Mississippi,37,55638
Idaho,2010,1550967,Missouri,425,55638
Idaho,2010,1550967,Montana,1509,55638
Idaho,2010,1550967,Nebraska,0,55638
Idaho,2010,1550967,Nevada,2110,55638
Idaho,2010,1550967,New Hampshire,109,55638
Idaho,2010,1550967,New Jersey,97,55638
Idaho,2010,1550967,New Mexico,694,55638
Idaho,2010,1550967,New York,155,55638
Idaho,2010,1550967,North Carolina,134,55638
Idaho,2010,1550967,North Dakota,96,55638
Idaho,2010,1550967,Ohio,325,55638
Idaho,2010,1550967,Oklahoma,711,55638
Idaho,2010,1550967,Oregon,3202,55638
Idaho,2010,1550967,Pennsylvania,172,55638
Idaho,2010,1550967,Rhode Island,0,55638
Idaho,2010,1550967,South Carolina,0,55638
Idaho,2010,1550967,South Dakota,296,55638
Idaho,2010,1550967,Tennessee,1153,55638
Idaho,2010,1550967,Texas,1746,55638
Idaho,2010,1550967,Utah,8014,55638
Idaho,2010,1550967,Vermont,0,55638
Idaho,2010,1550967,Virginia,611,55638
Idaho,2010,1550967,Washington,10876,55638
Idaho,2010,1550967,West Virginia,133,55638
Idaho,2010,1550967,Wisconsin,233,55638
Idaho,2010,1550967,Wyoming,1410,55638
Idaho,2010,1550967,abroad_PuertoRico,233,55638
Idaho,2010,1550967,abroad_USIslandArea,36,55638
Idaho,2010,1550967,abroad_ForeignCountry,5932,55638
Illinois,2010,12680126,Alabama,1397,203959
Illinois,2010,12680126,Alaska,1764,203959
Illinois,2010,12680126,Arizona,5921,203959
Illinois,2010,12680126,Arkansas,1194,203959
Illinois,2010,12680126,California,16205,203959
Illinois,2010,12680126,Colorado,3850,203959
Illinois,2010,12680126,Connecticut,2264,203959
Illinois,2010,12680126,Delaware,56,203959
Illinois,2010,12680126,District of Columbia ,1047,203959
Illinois,2010,12680126,Florida,8051,203959
Illinois,2010,12680126,Georgia,6781,203959
Illinois,2010,12680126,Hawaii,1224,203959
Illinois,2010,12680126,Idaho,313,203959
Illinois,2010,12680126,Illinois,0,203959
Illinois,2010,12680126,Indiana,21918,203959
Illinois,2010,12680126,Iowa,9141,203959
Illinois,2010,12680126,Kansas,1970,203959
Illinois,2010,12680126,Kentucky,2921,203959
Illinois,2010,12680126,Louisiana,1419,203959
Illinois,2010,12680126,Maine,55,203959
Illinois,2010,12680126,Maryland,1985,203959
Illinois,2010,12680126,Massachusetts,2811,203959
Illinois,2010,12680126,Michigan,11865,203959
Illinois,2010,12680126,Minnesota,4300,203959
Illinois,2010,12680126,Mississippi,1093,203959
Illinois,2010,12680126,Missouri,16703,203959
Illinois,2010,12680126,Montana,928,203959
Illinois,2010,12680126,Nebraska,546,203959
Illinois,2010,12680126,Nevada,2541,203959
Illinois,2010,12680126,New Hampshire,206,203959
Illinois,2010,12680126,New Jersey,2331,203959
Illinois,2010,12680126,New Mexico,996,203959
Illinois,2010,12680126,New York,8479,203959
Illinois,2010,12680126,North Carolina,5504,203959
Illinois,2010,12680126,North Dakota,1112,203959
Illinois,2010,12680126,Ohio,5103,203959
Illinois,2010,12680126,Oklahoma,1459,203959
Illinois,2010,12680126,Oregon,1224,203959
Illinois,2010,12680126,Pennsylvania,5190,203959
Illinois,2010,12680126,Rhode Island,838,203959
Illinois,2010,12680126,South Carolina,1565,203959
Illinois,2010,12680126,South Dakota,292,203959
Illinois,2010,12680126,Tennessee,3999,203959
Illinois,2010,12680126,Texas,12245,203959
Illinois,2010,12680126,Utah,658,203959
Illinois,2010,12680126,Vermont,260,203959
Illinois,2010,12680126,Virginia,3831,203959
Illinois,2010,12680126,Washington,1642,203959
Illinois,2010,12680126,West Virginia,812,203959
Illinois,2010,12680126,Wisconsin,15364,203959
Illinois,2010,12680126,Wyoming,586,203959
Illinois,2010,12680126,abroad_PuertoRico,2055,203959
Illinois,2010,12680126,abroad_USIslandArea,0,203959
Illinois,2010,12680126,abroad_ForeignCountry,59735,203959
Indiana,2010,6414862,Alabama,1502,127353
Indiana,2010,6414862,Alaska,177,127353
Indiana,2010,6414862,Arizona,2210,127353
Indiana,2010,6414862,Arkansas,1548,127353
Indiana,2010,6414862,California,8959,127353
Indiana,2010,6414862,Colorado,1362,127353
Indiana,2010,6414862,Connecticut,544,127353
Indiana,2010,6414862,Delaware,0,127353
Indiana,2010,6414862,District of Columbia ,181,127353
Indiana,2010,6414862,Florida,5496,127353
Indiana,2010,6414862,Georgia,1623,127353
Indiana,2010,6414862,Hawaii,267,127353
Indiana,2010,6414862,Idaho,772,127353
Indiana,2010,6414862,Illinois,27950,127353
Indiana,2010,6414862,Indiana,0,127353
Indiana,2010,6414862,Iowa,1885,127353
Indiana,2010,6414862,Kansas,1582,127353
Indiana,2010,6414862,Kentucky,10643,127353
Indiana,2010,6414862,Louisiana,749,127353
Indiana,2010,6414862,Maine,30,127353
Indiana,2010,6414862,Maryland,1641,127353
Indiana,2010,6414862,Massachusetts,103,127353
Indiana,2010,6414862,Michigan,9361,127353
Indiana,2010,6414862,Minnesota,916,127353
Indiana,2010,6414862,Mississippi,270,127353
Indiana,2010,6414862,Missouri,3893,127353
Indiana,2010,6414862,Montana,164,127353
Indiana,2010,6414862,Nebraska,705,127353
Indiana,2010,6414862,Nevada,227,127353
Indiana,2010,6414862,New Hampshire,114,127353
Indiana,2010,6414862,New Jersey,1876,127353
Indiana,2010,6414862,New Mexico,188,127353
Indiana,2010,6414862,New York,2564,127353
Indiana,2010,6414862,North Carolina,2828,127353
Indiana,2010,6414862,North Dakota,0,127353
Indiana,2010,6414862,Ohio,13272,127353
Indiana,2010,6414862,Oklahoma,681,127353
Indiana,2010,6414862,Oregon,423,127353
Indiana,2010,6414862,Pennsylvania,2668,127353
Indiana,2010,6414862,Rhode Island,174,127353
Indiana,2010,6414862,South Carolina,584,127353
Indiana,2010,6414862,South Dakota,216,127353
Indiana,2010,6414862,Tennessee,3093,127353
Indiana,2010,6414862,Texas,6335,127353
Indiana,2010,6414862,Utah,444,127353
Indiana,2010,6414862,Vermont,45,127353
Indiana,2010,6414862,Virginia,3673,127353
Indiana,2010,6414862,Washington,571,127353
Indiana,2010,6414862,West Virginia,669,127353
Indiana,2010,6414862,Wisconsin,1762,127353
Indiana,2010,6414862,Wyoming,413,127353
Indiana,2010,6414862,abroad_PuertoRico,572,127353
Indiana,2010,6414862,abroad_USIslandArea,75,127353
Indiana,2010,6414862,abroad_ForeignCountry,22761,127353
Iowa,2010,3013053,Alabama,330,72557
Iowa,2010,3013053,Alaska,519,72557
Iowa,2010,3013053,Arizona,1483,72557
Iowa,2010,3013053,Arkansas,247,72557
Iowa,2010,3013053,California,2847,72557
Iowa,2010,3013053,Colorado,2554,72557
Iowa,2010,3013053,Connecticut,114,72557
Iowa,2010,3013053,Delaware,0,72557
Iowa,2010,3013053,District of Columbia ,53,72557
Iowa,2010,3013053,Florida,1364,72557
Iowa,2010,3013053,Georgia,973,72557
Iowa,2010,3013053,Hawaii,866,72557
Iowa,2010,3013053,Idaho,315,72557
Iowa,2010,3013053,Illinois,17016,72557
Iowa,2010,3013053,Indiana,1710,72557
Iowa,2010,3013053,Iowa,0,72557
Iowa,2010,3013053,Kansas,1520,72557
Iowa,2010,3013053,Kentucky,334,72557
Iowa,2010,3013053,Louisiana,315,72557
Iowa,2010,3013053,Maine,0,72557
Iowa,2010,3013053,Maryland,134,72557
Iowa,2010,3013053,Massachusetts,189,72557
Iowa,2010,3013053,Michigan,1439,72557
Iowa,2010,3013053,Minnesota,7564,72557
Iowa,2010,3013053,Mississippi,117,72557
Iowa,2010,3013053,Missouri,6031,72557
Iowa,2010,3013053,Montana,836,72557
Iowa,2010,3013053,Nebraska,4783,72557
Iowa,2010,3013053,Nevada,623,72557
Iowa,2010,3013053,New Hampshire,381,72557
Iowa,2010,3013053,New Jersey,472,72557
Iowa,2010,3013053,New Mexico,492,72557
Iowa,2010,3013053,New York,273,72557
Iowa,2010,3013053,North Carolina,1123,72557
Iowa,2010,3013053,North Dakota,601,72557
Iowa,2010,3013053,Ohio,632,72557
Iowa,2010,3013053,Oklahoma,679,72557
Iowa,2010,3013053,Oregon,1071,72557
Iowa,2010,3013053,Pennsylvania,378,72557
Iowa,2010,3013053,Rhode Island,0,72557
Iowa,2010,3013053,South Carolina,591,72557
Iowa,2010,3013053,South Dakota,1992,72557
Iowa,2010,3013053,Tennessee,1617,72557
Iowa,2010,3013053,Texas,4131,72557
Iowa,2010,3013053,Utah,146,72557
Iowa,2010,3013053,Vermont,45,72557
Iowa,2010,3013053,Virginia,303,72557
Iowa,2010,3013053,Washington,538,72557
Iowa,2010,3013053,West Virginia,0,72557
Iowa,2010,3013053,Wisconsin,2705,72557
Iowa,2010,3013053,Wyoming,111,72557
Iowa,2010,3013053,abroad_PuertoRico,149,72557
Iowa,2010,3013053,abroad_USIslandArea,0,72557
Iowa,2010,3013053,abroad_ForeignCountry,11487,72557
Kansas,2010,2820894,Alabama,44,95059
Kansas,2010,2820894,Alaska,1050,95059
Kansas,2010,2820894,Arizona,2238,95059
Kansas,2010,2820894,Arkansas,1596,95059
Kansas,2010,2820894,California,6125,95059
Kansas,2010,2820894,Colorado,6022,95059
Kansas,2010,2820894,Connecticut,85,95059
Kansas,2010,2820894,Delaware,238,95059
Kansas,2010,2820894,District of Columbia ,0,95059
Kansas,2010,2820894,Florida,2863,95059
Kansas,2010,2820894,Georgia,1916,95059
Kansas,2010,2820894,Hawaii,128,95059
Kansas,2010,2820894,Idaho,398,95059
Kansas,2010,2820894,Illinois,2943,95059
Kansas,2010,2820894,Indiana,1544,95059
Kansas,2010,2820894,Iowa,1875,95059
Kansas,2010,2820894,Kansas,0,95059
Kansas,2010,2820894,Kentucky,1048,95059
Kansas,2010,2820894,Louisiana,890,95059
Kansas,2010,2820894,Maine,0,95059
Kansas,2010,2820894,Maryland,1369,95059
Kansas,2010,2820894,Massachusetts,100,95059
Kansas,2010,2820894,Michigan,806,95059
Kansas,2010,2820894,Minnesota,1562,95059
Kansas,2010,2820894,Mississippi,167,95059
Kansas,2010,2820894,Missouri,23384,95059
Kansas,2010,2820894,Montana,289,95059
Kansas,2010,2820894,Nebraska,2678,95059
Kansas,2010,2820894,Nevada,1318,95059
Kansas,2010,2820894,New Hampshire,76,95059
Kansas,2010,2820894,New Jersey,1743,95059
Kansas,2010,2820894,New Mexico,873,95059
Kansas,2010,2820894,New York,2390,95059
Kansas,2010,2820894,North Carolina,1083,95059
Kansas,2010,2820894,North Dakota,225,95059
Kansas,2010,2820894,Ohio,1509,95059
Kansas,2010,2820894,Oklahoma,7568,95059
Kansas,2010,2820894,Oregon,514,95059
Kansas,2010,2820894,Pennsylvania,563,95059
Kansas,2010,2820894,Rhode Island,39,95059
Kansas,2010,2820894,South Carolina,137,95059
Kansas,2010,2820894,South Dakota,352,95059
Kansas,2010,2820894,Tennessee,1152,95059
Kansas,2010,2820894,Texas,9217,95059
Kansas,2010,2820894,Utah,238,95059
Kansas,2010,2820894,Vermont,75,95059
Kansas,2010,2820894,Virginia,1648,95059
Kansas,2010,2820894,Washington,1175,95059
Kansas,2010,2820894,West Virginia,0,95059
Kansas,2010,2820894,Wisconsin,1233,95059
Kansas,2010,2820894,Wyoming,573,95059
Kansas,2010,2820894,abroad_PuertoRico,68,95059
Kansas,2010,2820894,abroad_USIslandArea,90,95059
Kansas,2010,2820894,abroad_ForeignCountry,12115,95059
Kentucky,2010,4296639,Alabama,2161,118443
Kentucky,2010,4296639,Alaska,3017,118443
Kentucky,2010,4296639,Arizona,2598,118443
Kentucky,2010,4296639,Arkansas,558,118443
Kentucky,2010,4296639,California,3779,118443
Kentucky,2010,4296639,Colorado,329,118443
Kentucky,2010,4296639,Connecticut,698,118443
Kentucky,2010,4296639,Delaware,38,118443
Kentucky,2010,4296639,District of Columbia ,147,118443
Kentucky,2010,4296639,Florida,10119,118443
Kentucky,2010,4296639,Georgia,6397,118443
Kentucky,2010,4296639,Hawaii,520,118443
Kentucky,2010,4296639,Idaho,71,118443
Kentucky,2010,4296639,Illinois,4659,118443
Kentucky,2010,4296639,Indiana,11906,118443
Kentucky,2010,4296639,Iowa,656,118443
Kentucky,2010,4296639,Kansas,1109,118443
Kentucky,2010,4296639,Kentucky,0,118443
Kentucky,2010,4296639,Louisiana,437,118443
Kentucky,2010,4296639,Maine,0,118443
Kentucky,2010,4296639,Maryland,1395,118443
Kentucky,2010,4296639,Massachusetts,1036,118443
Kentucky,2010,4296639,Michigan,4672,118443
Kentucky,2010,4296639,Minnesota,930,118443
Kentucky,2010,4296639,Mississippi,1442,118443
Kentucky,2010,4296639,Missouri,3153,118443
Kentucky,2010,4296639,Montana,0,118443
Kentucky,2010,4296639,Nebraska,858,118443
Kentucky,2010,4296639,Nevada,76,118443
Kentucky,2010,4296639,New Hampshire,0,118443
Kentucky,2010,4296639,New Jersey,1147,118443
Kentucky,2010,4296639,New Mexico,122,118443
Kentucky,2010,4296639,New York,2057,118443
Kentucky,2010,4296639,North Carolina,3758,118443
Kentucky,2010,4296639,North Dakota,0,118443
Kentucky,2010,4296639,Ohio,15598,118443
Kentucky,2010,4296639,Oklahoma,1153,118443
Kentucky,2010,4296639,Oregon,181,118443
Kentucky,2010,4296639,Pennsylvania,2618,118443
Kentucky,2010,4296639,Rhode Island,289,118443
Kentucky,2010,4296639,South Carolina,1286,118443
Kentucky,2010,4296639,South Dakota,163,118443
Kentucky,2010,4296639,Tennessee,11153,118443
Kentucky,2010,4296639,Texas,5758,118443
Kentucky,2010,4296639,Utah,905,118443
Kentucky,2010,4296639,Vermont,525,118443
Kentucky,2010,4296639,Virginia,3671,118443
Kentucky,2010,4296639,Washington,716,118443
Kentucky,2010,4296639,West Virginia,2297,118443
Kentucky,2010,4296639,Wisconsin,1993,118443
Kentucky,2010,4296639,Wyoming,292,118443
Kentucky,2010,4296639,abroad_PuertoRico,179,118443
Kentucky,2010,4296639,abroad_USIslandArea,0,118443
Kentucky,2010,4296639,abroad_ForeignCountry,19871,118443
Louisiana,2010,4483529,Alabama,5740,97889
Louisiana,2010,4483529,Alaska,1504,97889
Louisiana,2010,4483529,Arizona,1960,97889
Louisiana,2010,4483529,Arkansas,2382,97889
Louisiana,2010,4483529,California,5751,97889
Louisiana,2010,4483529,Colorado,1215,97889
Louisiana,2010,4483529,Connecticut,89,97889
Louisiana,2010,4483529,Delaware,0,97889
Louisiana,2010,4483529,District of Columbia ,264,97889
Louisiana,2010,4483529,Florida,9394,97889
Louisiana,2010,4483529,Georgia,5766,97889
Louisiana,2010,4483529,Hawaii,342,97889
Louisiana,2010,4483529,Idaho,202,97889
Louisiana,2010,4483529,Illinois,2131,97889
Louisiana,2010,4483529,Indiana,948,97889
Louisiana,2010,4483529,Iowa,625,97889
Louisiana,2010,4483529,Kansas,706,97889
Louisiana,2010,4483529,Kentucky,1656,97889
Louisiana,2010,4483529,Louisiana,0,97889
Louisiana,2010,4483529,Maine,162,97889
Louisiana,2010,4483529,Maryland,963,97889
Louisiana,2010,4483529,Massachusetts,995,97889
Louisiana,2010,4483529,Michigan,1301,97889
Louisiana,2010,4483529,Minnesota,569,97889
Louisiana,2010,4483529,Mississippi,7032,97889
Louisiana,2010,4483529,Missouri,2852,97889
Louisiana,2010,4483529,Montana,40,97889
Louisiana,2010,4483529,Nebraska,119,97889
Louisiana,2010,4483529,Nevada,1552,97889
Louisiana,2010,4483529,New Hampshire,462,97889
Louisiana,2010,4483529,New Jersey,171,97889
Louisiana,2010,4483529,New Mexico,294,97889
Louisiana,2010,4483529,New York,2161,97889
Louisiana,2010,4483529,North Carolina,1443,97889
Louisiana,2010,4483529,North Dakota,438,97889
Louisiana,2010,4483529,Ohio,1100,97889
Louisiana,2010,4483529,Oklahoma,1074,97889
Louisiana,2010,4483529,Oregon,281,97889
Louisiana,2010,4483529,Pennsylvania,1350,97889
Louisiana,2010,4483529,Rhode Island,0,97889
Louisiana,2010,4483529,South Carolina,1130,97889
Louisiana,2010,4483529,South Dakota,0,97889
Louisiana,2010,4483529,Tennessee,1853,97889
Louisiana,2010,4483529,Texas,26134,97889
Louisiana,2010,4483529,Utah,473,97889
Louisiana,2010,4483529,Vermont,0,97889
Louisiana,2010,4483529,Virginia,1278,97889
Louisiana,2010,4483529,Washington,1509,97889
Louisiana,2010,4483529,West Virginia,210,97889
Louisiana,2010,4483529,Wisconsin,237,97889
Louisiana,2010,4483529,Wyoming,31,97889
Louisiana,2010,4483529,abroad_PuertoRico,402,97889
Louisiana,2010,4483529,abroad_USIslandArea,116,97889
Louisiana,2010,4483529,abroad_ForeignCountry,11441,97889
Maine,2010,1313902,Alabama,402,27758
Maine,2010,1313902,Alaska,424,27758
Maine,2010,1313902,Arizona,254,27758
Maine,2010,1313902,Arkansas,67,27758
Maine,2010,1313902,California,1066,27758
Maine,2010,1313902,Colorado,478,27758
Maine,2010,1313902,Connecticut,1361,27758
Maine,2010,1313902,Delaware,174,27758
Maine,2010,1313902,District of Columbia ,55,27758
Maine,2010,1313902,Florida,3025,27758
Maine,2010,1313902,Georgia,844,27758
Maine,2010,1313902,Hawaii,62,27758
Maine,2010,1313902,Idaho,0,27758
Maine,2010,1313902,Illinois,311,27758
Maine,2010,1313902,Indiana,259,27758
Maine,2010,1313902,Iowa,337,27758
Maine,2010,1313902,Kansas,56,27758
Maine,2010,1313902,Kentucky,484,27758
Maine,2010,1313902,Louisiana,115,27758
Maine,2010,1313902,Maine,0,27758
