state,year,median_sale_price,homes_sold
Alabama,2020-02-01,215300,2675
Illinois,2015-11-01,179800,6538
Washington,2019-06-01,506100,606
Tennessee,2020-08-01,218700,59
Washington,2018-01-01,378200,5618
Kentucky,2014-09-01,143500,2632
Arkansas,2013-02-01,70700,11
Maryland,2014-06-01,177900,626
New York,2020-05-01,400700,7746
Pennsylvania,2017-07-01,147700,236
Minnesota,2019-05-01,274300,6284
Oklahoma,2017-06-01,164500,4009
Arkansas,2020-09-01,197500,38
Connecticut,2016-10-01,180400,735
Tennessee,2019-05-01,220200,315
Virginia,2012-07-01,312100,1334
Texas,2019-02-01,184500,703
Kansas,2018-04-01,208500,2131
Oregon,2017-02-01,255100,228
Michigan,2014-07-01,126000,1740
Hawaii,2015-11-01,519500,10
Delaware,2018-05-01,149000,8
Tennessee,2018-06-01,210900,226
South Dakota,2013-05-01,116900,3
Colorado,2015-04-01,342900,5609
Colorado,2012-06-01,218400,298
Connecticut,2019-12-01,682500,4
Georgia,2014-08-01,125300,33
Nevada,2019-09-01,159000,540
Maine,2016-06-01,206800,187
South Dakota,2015-12-01,169200,266
Georgia,2020-06-01,200200,56
New York,2020-02-01,338600,5837
Nevada,2017-06-01,244100,49
Washington,2016-07-01,286900,1179
Columbia,2020-10-01,795000,24
Connecticut,2019-08-01,178400,881
New Jersey,2018-04-01,291600,1292
Florida,2021-09-01,248600,8554
Minnesota,2022-04-01,360500,182
New Hampshire,2021-02-01,311100,63
Colorado,2020-02-01,462600,3696
Connecticut,2016-09-01,174600,790
Pennsylvania,2018-12-01,200900,8976
Arizona,2015-04-01,217000,8538
Wisconsin,2021-11-01,250500,6168
Alaska,2013-04-01,348600,21
Vermont,2013-12-01,198900,34
Alaska,2014-04-01,272300,441
Nebraska,2020-04-01,138500,19
Delaware,2022-04-01,316500,846
Texas,2020-07-01,296900,258
Ohio,2016-10-01,138200,11830
Arizona,2018-04-01,197900,1013
Mississippi,2015-11-01,112000,2
Utah,2017-09-01,305700,51
Rhode Island,2018-01-01,257600,896
Massachusetts,2019-07-01,455100,8964
Rhode Island,2019-09-01,256200,191
Colorado,2017-01-01,378400,3615
Indiana,2017-07-01,160700,93
Connecticut,2022-04-01,230300,826
Idaho,2016-07-01,216000,2210
Kansas,2013-12-01,163700,1499
Georgia,2016-10-01,200900,10549
New Jersey,2014-07-01,223300,418
Kansas,2012-02-01,90200,9
California,2017-03-01,638900,1120
Pennsylvania,2013-09-01,82300,177
Texas,2018-04-01,213300,965
Virginia,2016-01-01,151700,25
Vermont,2013-12-01,195600,465
Connecticut,2013-10-01,195000,1736
Utah,2021-10-01,410200,583
North Carolina,2019-12-01,264000,9067
Massachusetts,2014-10-01,338700,481
New Mexico,2012-11-01,374400,125
Oklahoma,2021-09-01,220400,4611
Idaho,2020-10-01,361600,3253
Oregon,2018-03-01,346700,4328
North Carolina,2021-11-01,340500,10964
North Carolina,2014-02-01,131700,147
Georgia,2018-11-01,221200,847
Vermont,2017-06-01,225300,968
Georgia,2021-02-01,280900,10951
Minnesota,2013-03-01,166900,5002
South Carolina,2015-12-01,127700,457
California,2020-12-01,649500,37913
South Carolina,2019-08-01,155200,752
Maine,2012-05-01,125600,42
Oregon,2021-11-01,405100,303
Connecticut,2020-07-01,325500,6069
Pennsylvania,2013-02-01,170400,3544
Utah,2021-09-01,560500,64
Arizona,2020-09-01,213800,807
Delaware,2021-06-01,224200,286
Vermont,2017-03-01,173500,23
North Carolina,2018-05-01,201500,866
Utah,2012-05-01,208100,2476
South Dakota,2021-02-01,243300,264
Kansas,2021-01-01,194300,65
Connecticut,2022-01-01,365700,2529
Delaware,2022-02-01,331100,429
Nebraska,2020-09-01,221700,12
Maine,2013-07-01,71500,8
Texas,2022-04-01,376300,28525
Oregon,2019-03-01,380300,81
Idaho,2014-04-01,172100,1537
Oklahoma,2020-11-01,166900,39
Minnesota,2020-12-01,194300,302
Iowa,2016-02-01,166600,661
New Hampshire,2017-02-01,225700,1114
New Hampshire,2014-09-01,220900,1338
Mississippi,2012-09-01,126000,16
Columbia,2015-08-01,724000,109
Missouri,2015-10-01,92700,68
New Jersey,2021-04-01,289800,654
Mississippi,2012-06-01,134000,861
Nebraska,2013-05-01,150500,1815
Kansas,2018-03-01,198900,1914
Arizona,2017-07-01,228700,83
Arizona,2021-04-01,373100,12408
Delaware,2015-09-01,118500,28
Vermont,2018-10-01,234500,898
Hawaii,2021-02-01,496000,679
Kansas,2015-10-01,144100,78
Columbia,2013-05-01,815000,115
New Hampshire,2018-11-01,209400,182
Massachusetts,2020-04-01,417300,513
Connecticut,2021-12-01,298900,453
Kentucky,2014-01-01,110200,169
Vermont,2020-03-01,234700,427
Pennsylvania,2018-08-01,184500,3099
Nebraska,2021-07-01,245800,143
Wisconsin,2012-11-01,47000,23
Pennsylvania,2016-03-01,103200,195
Ohio,2022-02-01,246600,90
Nevada,2015-01-01,195100,2855
Oklahoma,2016-03-01,148000,3254
Vermont,2015-07-01,223200,13
Kentucky,2017-03-01,166600,43
California,2017-11-01,557500,30190
Oklahoma,2018-06-01,170600,4034
North Carolina,2012-07-01,123500,90
South Carolina,2015-07-01,235300,12
Florida,2020-01-01,282100,17876
Washington,2017-08-01,463600,675
Connecticut,2019-10-01,1500000,1
New Mexico,2018-03-01,245000,37
Virginia,2020-10-01,384300,9459
Ohio,2020-02-01,161100,8960
Oregon,2019-01-01,385700,65
New Jersey,2017-11-01,253600,503
Georgia,2016-02-01,190400,699
Maryland,2014-02-01,147100,343
Louisiana,2013-10-01,128600,33
New Hampshire,2012-12-01,139500,118
South Dakota,2018-04-01,203900,401
Ohio,2016-08-01,141300,14079
Georgia,2019-01-01,224600,7434
Colorado,2020-03-01,673800,43
Illinois,2015-03-01,207100,2101
Colorado,2022-04-01,541500,904
Minnesota,2021-03-01,303700,5767
South Carolina,2015-08-01,258300,9
Alabama,2012-05-01,262200,148
New York,2015-07-01,126400,430
Texas,2012-08-01,132100,162
Maryland,2018-05-01,311000,8504
West Virginia,2014-09-01,158400,283
Maine,2019-01-01,201800,810
Kentucky,2021-06-01,212600,28
Washington,2012-04-01,221200,321
New Hampshire,2017-10-01,224600,246
Florida,2018-10-01,214000,2523
South Dakota,2018-03-01,212200,318
Idaho,2016-07-01,178400,51
Washington,2013-08-01,210100,851
South Dakota,2012-06-01,158300,338
Wisconsin,2020-06-01,217500,94
Illinois,2022-01-01,224500,1990
Texas,2020-02-01,255500,21004
Rhode Island,2012-04-01,188100,618
North Carolina,2016-06-01,176000,31
West Virginia,2012-03-01,137800,232
South Dakota,2022-01-01,279500,45
New Hampshire,2019-09-01,233500,275
Georgia,2016-09-01,195200,938
Georgia,2020-11-01,289400,10879
Virginia,2021-04-01,422300,9312
Louisiana,2014-04-01,175600,146
Florida,2016-11-01,213000,27643
North Carolina,2020-10-01,291500,11621
Ohio,2018-01-01,90400,260
Indiana,2014-08-01,153200,4039
Louisiana,2021-06-01,251800,4809
Mississippi,2012-07-01,139800,935
Washington,2018-05-01,518500,160
Louisiana,2021-04-01,325900,176
Columbia,2019-08-01,575000,845
Nevada,2017-03-01,170000,268
South Carolina,2019-08-01,204000,346
Texas,2013-02-01,162900,14508
Nevada,2014-07-01,91200,401
West Virginia,2020-03-01,183600,52
Washington,2018-05-01,358500,1164
Alabama,2012-09-01,150400,870
Maryland,2012-10-01,296800,2712
Mississippi,2020-03-01,191500,1278
Nebraska,2013-09-01,150200,106
Colorado,2018-05-01,558300,90
California,2015-02-01,443400,16537
Idaho,2013-03-01,156800,1369
North Carolina,2021-03-01,301500,11056
Illinois,2020-06-01,211600,1184
Kansas,2016-05-01,153200,111
North Carolina,2019-09-01,249300,10693
Columbia,2016-10-01,420800,302
California,2016-05-01,522800,26737
Mississippi,2013-07-01,136500,1107
Ohio,2013-09-01,121900,9137
Tennessee,2013-08-01,142600,3036
Delaware,2022-05-01,361200,616
Virginia,2014-01-01,316200,837
Kansas,2019-03-01,200700,81
Texas,2018-09-01,241700,22302
Arizona,2012-12-01,169100,6948
Hawaii,2019-10-01,567400,1374
Iowa,2015-07-01,145900,237
Tennessee,2014-08-01,138400,169
Oregon,2013-03-01,247700,78
New York,2017-01-01,303600,6384
Indiana,2019-01-01,181100,53
Illinois,2013-07-01,188400,14818
Nevada,2021-12-01,447500,4085
Florida,2013-12-01,189400,16695
Oklahoma,2012-10-01,122300,17
Oklahoma,2021-01-01,188700,40
Illinois,2022-04-01,285300,15011
Rhode Island,2016-01-01,211400,102
Tennessee,2018-10-01,234100,7133
Illinois,2013-09-01,171600,12154
Pennsylvania,2020-02-01,233300,332
Hawaii,2013-03-01,1100000,1
Pennsylvania,2020-08-01,277400,9456
Nebraska,2020-10-01,164900,32
Kentucky,2021-02-01,206300,2510
South Dakota,2015-05-01,148300,13
Kentucky,2018-01-01,191400,19
Columbia,2013-12-01,440000,12
Tennessee,2013-02-01,115100,1770
Oklahoma,2018-08-01,168900,3979
Illinois,2014-12-01,166500,10979
Columbia,2020-11-01,982500,126
South Dakota,2015-08-01,138200,4
Colorado,2013-01-01,257400,28
Texas,2020-06-01,290000,217
Oklahoma,2013-01-01,81000,42
New York,2021-01-01,585800,926
Massachusetts,2015-10-01,340900,592
Delaware,2018-03-01,231900,559
California,2014-11-01,441000,24717
Kentucky,2014-03-01,134800,2143
Hawaii,2013-01-01,477100,392
Delaware,2022-01-01,171000,23
Ohio,2016-08-01,145700,12235
Wisconsin,2015-07-01,137600,160
Iowa,2018-12-01,199200,869
California,2021-09-01,964200,1120
Alaska,2021-09-01,350300,728
Wisconsin,2012-07-01,119900,95
North Carolina,2015-01-01,160600,265
Maryland,2020-06-01,337800,8325
California,2018-07-01,598000,26199
West Virginia,2017-12-01,163800,57
Missouri,2015-07-01,133700,457
Wisconsin,2018-07-01,204700,6787
Missouri,2022-03-01,220200,126
Massachusetts,2020-04-01,529700,290
Oklahoma,2012-10-01,140900,2611
Pennsylvania,2015-10-01,196500,6646
South Dakota,2018-09-01,213500,315
Nevada,2019-01-01,208500,200
Ohio,2015-12-01,63700,264
Oklahoma,2015-11-01,148500,2438
Georgia,2019-08-01,232000,1113
Columbia,2015-12-01,520700,19
Rhode Island,2016-06-01,214900,231
Minnesota,2021-07-01,337100,7250
Missouri,2018-09-01,151400,350
Wisconsin,2017-12-01,133100,301
New Jersey,2021-05-01,426200,8049
New York,2013-10-01,123700,364
Vermont,2021-10-01,332800,864
Hawaii,2015-04-01,486300,16
Minnesota,2014-01-01,164900,89
Pennsylvania,2017-07-01,178100,2857
Pennsylvania,2017-09-01,199200,10717
Florida,2015-03-01,150000,7322
West Virginia,2013-07-01,120200,38
Oklahoma,2021-08-01,221800,4867
Indiana,2021-11-01,241700,5349
Massachusetts,2014-10-01,282000,546
Idaho,2020-04-01,263200,36
Wisconsin,2019-10-01,190400,617
Columbia,2022-02-01,479900,346
New York,2021-08-01,536100,16775
Texas,2016-12-01,206900,186
New Hampshire,2019-10-01,281200,2273
Arkansas,2017-08-01,210400,27
Oregon,2016-10-01,240800,367
Florida,2018-02-01,231900,303
Hawaii,2013-11-01,318600,516
Kansas,2019-01-01,127300,23
Massachusetts,2013-11-01,317000,5650
New Mexico,2017-08-01,251900,41
Alabama,2015-11-01,146800,68
Delaware,2015-04-01,209000,675
Kansas,2013-07-01,80300,13
Maine,2018-02-01,615000,2
Oregon,2018-09-01,269000,302
Wisconsin,2018-03-01,124800,300
New Mexico,2022-02-01,454300,203
New Jersey,2019-05-01,299300,1449
Ohio,2019-07-01,183100,128
Ohio,2017-01-01,132700,51
Pennsylvania,2013-07-01,109600,196
Missouri,2016-06-01,175600,6901
Georgia,2013-05-01,178800,8544
Maryland,2013-01-01,277100,2170
Columbia,2021-10-01,873500,379
Tennessee,2018-05-01,197400,314
Tennessee,2019-09-01,186000,45
New Hampshire,2012-08-01,167000,46
Washington,2020-09-01,362500,1140
Georgia,2013-01-01,95100,460
Hawaii,2021-10-01,822500,763
Oklahoma,2017-04-01,91800,52
South Dakota,2013-10-01,158300,353
Maryland,2019-06-01,205800,596
Virginia,2016-12-01,188400,36
Louisiana,2015-07-01,178100,187
North Carolina,2014-11-01,148600,18
Alabama,2019-09-01,207700,3636
North Carolina,2015-02-01,163100,309
Idaho,2021-12-01,475500,2297
Connecticut,2015-02-01,194800,781
Nebraska,2012-10-01,137100,33
Kentucky,2012-09-01,139000,1924
Kansas,2020-03-01,235900,1970
Utah,2016-12-01,266400,3589
Florida,2015-06-01,152000,7353
New Jersey,2019-08-01,373300,673
Massachusetts,2021-11-01,532800,7924
Texas,2020-06-01,206600,963
Kansas,2020-08-01,260200,2495
Massachusetts,2013-09-01,303000,547
Utah,2021-12-01,524100,440
Missouri,2015-04-01,73000,58
Kentucky,2017-05-01,176800,3367
Nebraska,2016-08-01,176000,1790
Delaware,2019-09-01,184300,209
Texas,2016-05-01,229500,25547
Iowa,2015-05-01,169200,1493
Mississippi,2018-12-01,119800,11
Massachusetts,2020-03-01,513000,382
Nevada,2018-01-01,186000,227
New Hampshire,2018-03-01,265900,1113
New Hampshire,2015-04-01,163400,137
Georgia,2018-03-01,229500,991
Louisiana,2018-12-01,179600,99
Florida,2012-09-01,138700,20441
Vermont,2018-07-01,232400,855
Alabama,2012-05-01,162300,1183
New Mexico,2019-11-01,311100,4
South Carolina,2012-05-01,126200,144
Oklahoma,2018-03-01,159700,3671
Florida,2016-05-01,215300,33798
Nebraska,2016-10-01,131000,34
Oregon,2016-05-01,304600,5827
Alabama,2014-06-01,205700,217
Michigan,2021-05-01,141300,169
Hawaii,2013-07-01,508800,538
Louisiana,2020-01-01,193300,112
Texas,2018-07-01,183500,1054
Texas,2013-11-01,144800,701
Georgia,2020-01-01,227600,730
Missouri,2019-06-01,156200,440
Virginia,2015-08-01,238000,988
Vermont,2016-06-01,227100,670
North Carolina,2015-02-01,185700,5068
Tennessee,2017-12-01,159900,34
Kansas,2015-09-01,109300,13
Delaware,2015-08-01,143900,129
South Dakota,2018-06-01,159500,3
Tennessee,2019-01-01,140800,30
Kansas,2018-05-01,221500,2507
Alaska,2016-06-01,205300,107
Delaware,2016-09-01,122500,64
Vermont,2020-06-01,239500,67
Mississippi,2018-09-01,106400,25
South Carolina,2012-10-01,161300,2694
Delaware,2021-03-01,260600,802
New Hampshire,2021-06-01,373600,2521
New Mexico,2021-01-01,257000,27
Idaho,2012-12-01,152300,1228
California,2015-12-01,469400,31481
Kentucky,2020-04-01,141300,204
Nevada,2016-09-01,219100,34
Texas,2013-09-01,189300,593
California,2013-07-01,415500,35392
Wisconsin,2020-01-01,146900,278
Utah,2017-06-01,229300,470
Massachusetts,2012-07-01,305000,550
Nevada,2015-05-01,223700,3636
Mississippi,2015-03-01,144000,1006
Wisconsin,2014-02-01,128000,70
Alabama,2014-03-01,111800,78
Michigan,2014-08-01,61200,115
Iowa,2013-07-01,141000,177
Pennsylvania,2017-12-01,212300,6468
Massachusetts,2017-09-01,425900,584
Kentucky,2018-07-01,185900,3650
South Carolina,2014-07-01,201600,3435
Missouri,2018-09-01,173000,5229
Nevada,2017-10-01,263700,4778
Idaho,2016-01-01,195800,1212
Washington,2017-04-01,297900,847
North Carolina,2021-10-01,329300,10865
Georgia,2015-05-01,216800,32
California,2012-05-01,363800,1116
Delaware,2017-02-01,63800,2
Kansas,2022-03-01,244700,63
New York,2019-02-01,657300,1716
Delaware,2014-03-01,120400,106
South Carolina,2014-08-01,151600,190
Oklahoma,2014-06-01,136700,18
Maine,2017-10-01,219300,77
Arkansas,2020-02-01,177300,1914
Oregon,2017-01-01,302400,3875
Ohio,2019-06-01,98400,327
Maryland,2015-05-01,215200,2164
Iowa,2013-04-01,158600,838
Delaware,2012-05-01,89000,4
North Carolina,2014-07-01,205100,7584
Rhode Island,2012-08-01,104400,130
West Virginia,2015-05-01,130200,53
Maryland,2016-07-01,289600,7743
Arizona,2018-03-01,254500,84
North Carolina,2012-09-01,177400,2831
Massachusetts,2021-01-01,445300,1029
South Carolina,2021-09-01,302300,6705
New York,2012-10-01,202900,5078
Kentucky,2014-07-01,154800,2725
Iowa,2015-10-01,139900,161
Oregon,2021-06-01,493300,6142
Georgia,2019-02-01,230800,7754
Delaware,2016-01-01,136600,30
Oregon,2018-08-01,358500,5678
California,2012-08-01,386100,1241
Maryland,2019-03-01,350200,3853
South Carolina,2019-09-01,151900,581
New Hampshire,2016-08-01,243200,2389
Hawaii,2013-11-01,800000,2
Maryland,2015-01-01,163800,1347
Virginia,2019-09-01,320100,10072
Minnesota,2019-09-01,224700,1065
Nebraska,2021-11-01,221500,10
Texas,2022-01-01,254700,851
Nevada,2018-04-01,283700,4617
Minnesota,2016-07-01,177500,1101
Minnesota,2013-12-01,153300,563
Mississippi,2015-07-01,131300,21
Washington,2014-02-01,282900,4922
Washington,2017-04-01,445800,507
California,2012-08-01,347600,31116
Kansas,2022-04-01,233400,39
Maryland,2020-02-01,233000,1805
Colorado,2014-06-01,261700,406
South Carolina,2014-09-01,163900,210
Arizona,2018-06-01,267000,11617
Georgia,2012-01-01,100800,4877
North Carolina,2013-10-01,185600,4189
Illinois,2014-06-01,166300,412
Connecticut,2018-06-01,283700,5533
Illinois,2014-10-01,170100,12479
Nevada,2015-06-01,195100,25
New Mexico,2017-02-01,171500,13
Oklahoma,2013-09-01,81400,59
Mississippi,2018-04-01,170900,1232
South Carolina,2013-08-01,138900,208
Arizona,2021-10-01,414200,10840
North Carolina,2016-10-01,178600,634
Pennsylvania,2014-07-01,216400,7149
Oregon,2018-12-01,262400,251
Columbia,2014-09-01,399000,15
Massachusetts,2020-07-01,464100,1475
Indiana,2014-12-01,145000,53
Utah,2014-10-01,193100,366
Rhode Island,2014-12-01,138300,134
Rhode Island,2012-08-01,199900,1017
Missouri,2013-04-01,102200,44
Texas,2022-01-01,363200,290
Arkansas,2015-04-01,146400,1916
South Dakota,2019-02-01,180400,19
Illinois,2016-06-01,225500,12364
Minnesota,2015-06-01,203300,175
Indiana,2016-11-01,154900,3638
California,2015-10-01,473600,24220
Missouri,2017-07-01,177100,6103
Texas,2019-10-01,253900,24866
Arkansas,2020-04-01,142500,37
Nebraska,2014-05-01,153500,36
Oregon,2012-08-01,218800,4059
Alaska,2018-09-01,176000,85
Kentucky,2017-02-01,97600,18
New Mexico,2017-04-01,350900,219
Missouri,2019-03-01,146000,340
Ohio,2020-12-01,165500,1125
North Carolina,2016-08-01,214400,11447
West Virginia,2012-07-01,149300,262
Maine,2016-04-01,166700,24
Hawaii,2017-06-01,546700,1488
Pennsylvania,2018-02-01,203900,330
Mississippi,2013-02-01,115200,769
Hawaii,2013-09-01,414300,1129
Ohio,2021-12-01,202600,13644
Florida,2017-04-01,200200,2576
Maine,2021-12-01,327500,115
Oregon,2018-11-01,338700,4619
Hawaii,2020-11-01,717100,713
South Carolina,2015-06-01,218900,4307
Idaho,2015-12-01,196600,1809
Wisconsin,2019-09-01,197100,59
Tennessee,2018-04-01,201400,303
Idaho,2014-02-01,187200,15
Ohio,2014-09-01,112500,65
Oregon,2017-12-01,264300,278
Oklahoma,2021-06-01,224800,49
Iowa,2017-11-01,194100,953
Virginia,2015-03-01,312100,1492
Vermont,2020-03-01,314800,13
Nevada,2021-04-01,428700,65
Wisconsin,2019-01-01,190700,2944
Alaska,2012-07-01,297400,21
Arizona,2021-12-01,288100,820
West Virginia,2012-06-01,32000,3
Kansas,2015-05-01,141600,105
New York,2014-08-01,229900,6825
Mississippi,2021-02-01,209700,1085
Pennsylvania,2019-01-01,192500,6757
New Hampshire,2012-01-01,136900,66
Oregon,2019-08-01,282100,356
Columbia,2014-11-01,597000,252
New Jersey,2015-03-01,227700,3937
Maine,2018-10-01,297000,1
Florida,2020-08-01,319000,28471
Indiana,2012-05-01,139800,61
Pennsylvania,2021-10-01,236300,3556
Utah,2013-01-01,212900,1661
Massachusetts,2018-06-01,437600,1699
Illinois,2020-10-01,245900,16762
Nebraska,2014-11-01,139500,25
New Hampshire,2012-10-01,201600,1467
Arizona,2017-02-01,241700,6720
Rhode Island,2013-03-01,181600,801
Missouri,2021-08-01,232900,7144
Pennsylvania,2013-07-01,195800,10488
Tennessee,2014-11-01,140100,28
Georgia,2021-05-01,315900,1354
Hawaii,2017-02-01,589200,464
Rhode Island,2019-04-01,259600,152
Kentucky,2014-02-01,128900,1720
Pennsylvania,2016-10-01,204100,6670
Oklahoma,2018-07-01,75500,71
Nebraska,2022-01-01,172000,31
Ohio,2016-05-01,78800,290
Kentucky,2020-09-01,177800,52
Columbia,2012-11-01,765000,95
Missouri,2018-03-01,123600,75
South Carolina,2018-12-01,234500,4293
Massachusetts,2019-11-01,439200,1083
Nebraska,2014-09-01,146800,130
Virginia,2018-09-01,341000,1598
Illinois,2017-01-01,183300,341
Columbia,2021-02-01,480000,356
Idaho,2022-01-01,436600,27
Ohio,2018-07-01,100200,328
Texas,2021-05-01,331000,29085
Florida,2020-10-01,296000,41156
South Dakota,2020-08-01,206900,50
Wisconsin,2021-06-01,207400,511
Vermont,2013-10-01,209300,49
Massachusetts,2017-03-01,379900,3335
New Mexico,2022-05-01,569500,4
Minnesota,2013-11-01,164700,114
Oregon,2012-11-01,215000,3546
Missouri,2017-06-01,178600,7116
Iowa,2018-08-01,207200,1292
Georgia,2021-09-01,329100,12389
Florida,2018-11-01,264900,298
Louisiana,2016-12-01,185200,2181
Alabama,2014-03-01,150300,2089
California,2019-11-01,583900,22505
Alabama,2019-08-01,164900,111
Idaho,2013-04-01,134700,37
Delaware,2012-01-01,203400,282
Maine,2015-05-01,38900,9
Maryland,2020-01-01,198200,425
Massachusetts,2018-12-01,394200,6185
Louisiana,2015-01-01,167000,20
Arizona,2019-10-01,285300,10003
Kentucky,2014-08-01,151100,3185
Minnesota,2018-04-01,250100,117
Pennsylvania,2019-10-01,230600,6699
Michigan,2015-08-01,145300,10890
Ohio,2014-03-01,115400,7439
Tennessee,2015-07-01,199600,7269
Virginia,2015-02-01,278300,5799
Vermont,2016-02-01,178600,22
Oregon,2018-07-01,359900,5209
Florida,2022-05-01,348700,3206
California,2017-11-01,568500,23278
Florida,2021-04-01,326200,50880
Utah,2016-09-01,263700,37
South Carolina,2014-03-01,149800,161
Vermont,2012-03-01,197400,9
Alaska,2022-05-01,390600,584
Arkansas,2015-11-01,144100,8
Nebraska,2022-05-01,250700,36
Kansas,2022-03-01,156500,34
Connecticut,2015-09-01,196900,2130
Washington,2014-06-01,324200,7177
Maine,2021-12-01,307700,1620
Iowa,2013-07-01,166600,1302
Kansas,2017-03-01,194000,1988
New Jersey,2014-10-01,249300,4872
Florida,2015-07-01,186900,363
Georgia,2016-07-01,138000,61
West Virginia,2022-02-01,269100,354
New Jersey,2013-11-01,234300,236
Utah,2012-04-01,168900,32
Nebraska,2014-08-01,88700,18
Minnesota,2016-05-01,159500,389
Hawaii,2013-03-01,400000,1053
Louisiana,2021-12-01,332100,143
Pennsylvania,2018-06-01,186600,3490
Delaware,2020-11-01,301900,624
Arkansas,2018-10-01,167700,2113
Arkansas,2019-06-01,115300,27
Georgia,2014-10-01,138700,38
Arkansas,2015-02-01,169600,31
Connecticut,2018-02-01,170100,179
Ohio,2013-06-01,110700,63
Arizona,2020-01-01,225900,689
Kentucky,2012-02-01,101200,18
Virginia,2016-02-01,311400,1196
Missouri,2020-11-01,217400,5534
Illinois,2020-04-01,287700,322
Indiana,2015-12-01,59600,57
Alabama,2016-03-01,165300,2717
Delaware,2014-07-01,105000,5
Arizona,2022-04-01,483100,9458
Ohio,2018-10-01,90700,358
Rhode Island,2022-01-01,381500,1106
Vermont,2017-05-01,220900,53
Maryland,2014-01-01,237900,3603
New Mexico,2018-09-01,266400,17
Missouri,2015-02-01,136300,2947
West Virginia,2015-07-01,132100,43
Minnesota,2020-04-01,291800,4884
Ohio,2015-05-01,140200,75
Alabama,2012-07-01,172400,390
Illinois,2020-03-01,242500,2151
New Mexico,2019-09-01,393300,299
Minnesota,2020-03-01,337500,77
Massachusetts,2020-06-01,444200,1113
Colorado,2021-03-01,560700,5357
Massachusetts,2018-07-01,447400,5780
West Virginia,2020-01-01,216500,237
Louisiana,2016-11-01,196100,77
Colorado,2014-03-01,246300,296
New York,2015-12-01,239200,218
Ohio,2021-12-01,150000,460
Mississippi,2014-02-01,77900,17
Tennessee,2020-02-01,261200,5197
Florida,2013-03-01,150900,25920
Maine,2020-05-01,271200,44
Rhode Island,2021-08-01,388200,1539
Maine,2012-04-01,84500,24
New Jersey,2020-08-01,280200,718
California,2014-08-01,448200,31513
California,2015-01-01,413900,20660
Wisconsin,2015-09-01,139700,2307
Arkansas,2013-10-01,84000,7
Oregon,2021-10-01,512800,133
Columbia,2022-01-01,785000,230
Indiana,2019-04-01,189700,4133
Iowa,2012-03-01,104400,4
New Hampshire,2014-08-01,180100,48
California,2013-07-01,487400,1206
Michigan,2014-01-01,111800,4811
Pennsylvania,2019-10-01,212100,10605
Hawaii,2012-04-01,453000,425
New Hampshire,2020-11-01,328900,2388
Utah,2013-06-01,170100,315
Maryland,2015-01-01,287900,2399
Indiana,2015-07-01,162600,4819
New Jersey,2013-05-01,256000,3838
Florida,2019-12-01,229100,2786
New Jersey,2020-06-01,253500,550
Wisconsin,2020-03-01,211500,5537
Utah,2017-04-01,235000,392
Ohio,2014-07-01,118000,1326
Pennsylvania,2020-04-01,237900,7742
Kansas,2016-08-01,193500,2310
Tennessee,2018-02-01,223900,5210
Iowa,2012-05-01,148400,882
Michigan,2021-11-01,224700,11763
New York,2015-04-01,231500,295
Connecticut,2018-02-01,170800,499
Utah,2019-12-01,287200,485
New York,2012-08-01,147400,228
Maryland,2019-11-01,243700,2146
North Carolina,2016-05-01,178300,767
Minnesota,2012-01-01,118500,440
Ohio,2014-04-01,122500,8670
Washington,2020-09-01,567800,134
Georgia,2019-04-01,241100,12812
West Virginia,2020-12-01,231700,468
South Dakota,2013-09-01,149400,328
Idaho,2013-08-01,152900,44
Ohio,2012-07-01,122200,9888
Delaware,2019-10-01,264300,588
Vermont,2014-05-01,234000,55
Illinois,2014-03-01,160800,6341
North Carolina,2018-07-01,248400,10854
New Mexico,2012-07-01,227300,11
New York,2022-04-01,681300,924
Oklahoma,2021-02-01,111400,59
Oregon,2017-10-01,328000,5514
Wisconsin,2019-07-01,161000,365
Iowa,2015-08-01,97500,3
Ohio,2016-06-01,70500,279
Colorado,2013-03-01,221300,239
Oklahoma,2017-07-01,164100,3550
Utah,2018-07-01,314400,34
New Jersey,2017-09-01,302800,695
Hawaii,2014-05-01,540100,11
West Virginia,2012-01-01,123700,163
Columbia,2020-06-01,855000,113
Michigan,2013-02-01,64700,52
Colorado,2014-02-01,461200,44
South Carolina,2012-07-01,183800,2208
Iowa,2017-09-01,150400,189
Colorado,2012-07-01,213800,314
West Virginia,2019-04-01,90000,3
Rhode Island,2020-09-01,327500,189
Connecticut,2015-12-01,186700,1883
Washington,2016-08-01,355200,12230
Michigan,2018-10-01,178200,11246
Minnesota,2014-06-01,165400,999
Delaware,2020-01-01,227900,607
Wisconsin,2020-10-01,236300,7511
Nevada,2020-09-01,341800,5303
Hawaii,2017-07-01,980000,3
Pennsylvania,2015-02-01,161500,5890
New Mexico,2014-01-01,221300,14
Washington,2013-02-01,260000,4757
Nebraska,2019-08-01,213400,1782
Virginia,2021-07-01,423400,10739
Alaska,2015-04-01,267200,668
Colorado,2022-05-01,558200,1000
Washington,2014-10-01,208200,813
Oklahoma,2016-07-01,123700,34
North Carolina,2013-03-01,160400,351
Delaware,2017-05-01,120500,6
Michigan,2012-03-01,89700,6140
Arkansas,2018-01-01,156500,1582
Nebraska,2016-02-01,134500,12
Nebraska,2015-04-01,158300,1435
Florida,2017-05-01,198400,3126
Arkansas,2013-01-01,95900,10
Michigan,2018-05-01,186600,15292
New York,2021-11-01,709200,2686
