year,state,median_sale_price,homes_sold
2015-06-01,Michigan,150300,11400
2014-10-01,Minnesota,189500,6658
2020-01-01,Columbia,459900,239
2015-12-01,New Jersey,204500,693
2018-05-01,Louisiana,191600,207
2018-05-01,Massachusetts,381300,717
2017-09-01,Vermont,270500,19
2017-01-01,Wisconsin,166000,3112
2013-10-01,Vermont,204500,489
2012-10-01,Pennsylvania,136600,1647
2019-09-01,Idaho,311900,57
2016-11-01,Utah,221800,417
2020-02-01,Virginia,330800,5537
2016-09-01,Texas,219900,23751
2018-01-01,Washington,298400,586
2014-10-01,Oregon,257200,180
2017-03-01,Rhode Island,207500,149
2012-09-01,Maryland,183300,1313
2012-12-01,Minnesota,169000,3898
2013-09-01,Minnesota,154600,919
2013-10-01,West Virginia,147400,301
2018-05-01,Oregon,358600,5111
2015-02-01,South Carolina,188200,2911
2018-03-01,Hawaii,694800,14
2020-10-01,Mississippi,133700,9
2021-05-01,Alabama,260000,4299
2014-04-01,California,442200,24166
2016-10-01,Nevada,114000,405
2020-03-01,Hawaii,622500,19
2019-10-01,Ohio,163200,110
2013-11-01,Idaho,206900,22
2016-04-01,Washington,379700,524
2012-11-01,Kansas,156200,1471
2021-01-01,Texas,277500,20492
2018-01-01,Pennsylvania,206700,4589
2016-08-01,Massachusetts,425000,580
2019-12-01,Texas,260400,748
2022-05-01,Tennessee,298000,61
2015-12-01,New Hampshire,174900,206
2018-01-01,Oregon,333100,3219
2016-04-01,California,624400,992
2021-08-01,Alabama,393500,286
2018-06-01,Pennsylvania,224100,14071
2018-06-01,New Mexico,291000,15
2017-02-01,Columbia,640000,75
2017-10-01,Delaware,209000,811
2016-10-01,Idaho,200600,56
2020-10-01,Oregon,413600,6641
2015-11-01,South Dakota,221500,2
2017-05-01,Arizona,255400,10063
2016-01-01,New Hampshire,175700,121
2012-04-01,Tennessee,300000,1
2019-04-01,Mississippi,152700,22
2020-10-01,New Mexico,413000,60
2014-12-01,Pennsylvania,177800,8951
2013-11-01,Maryland,172500,421
2020-12-01,California,654900,1861
2020-02-01,Nevada,306500,4000
2017-06-01,Indiana,174600,6064
2015-05-01,North Carolina,215500,7806
2021-08-01,Oklahoma,170600,26
2014-06-01,Colorado,288900,8210
2019-04-01,New Jersey,333000,642
2019-09-01,Massachusetts,494200,524
2018-11-01,Wisconsin,179900,51
2013-07-01,Virginia,333000,1632
2021-03-01,Tennessee,256100,393
2020-04-01,Georgia,220100,464
2022-04-01,New York,435200,6654
2018-06-01,West Virginia,209000,396
2012-01-01,Ohio,96300,450
2012-01-01,Virginia,199100,396
2019-01-01,Tennessee,189200,162
2019-12-01,Minnesota,218900,256
2022-05-01,Michigan,252600,10971
2016-02-01,Florida,170700,283
2014-03-01,Nevada,198400,3334
2015-02-01,South Carolina,202200,2404
2021-12-01,Iowa,220000,22
2018-06-01,Oklahoma,169100,4179
2018-11-01,New York,438100,234
2018-02-01,Arkansas,214800,14
2012-01-01,Florida,101600,173
2015-09-01,New Jersey,255400,5651
2014-03-01,Indiana,134500,44
2022-03-01,Hawaii,923800,733
2013-06-01,Oklahoma,149300,3262
2021-10-01,Idaho,396900,52
2017-09-01,Arkansas,156800,2394
2015-06-01,Kansas,142000,94
2015-01-01,Maryland,159400,346
2022-04-01,Michigan,246900,8661
2013-12-01,South Carolina,186800,2776
2016-05-01,Colorado,388900,58
2020-04-01,Maine,241700,1212
2017-11-01,Hawaii,550800,1437
2015-04-01,Arizona,151700,864
2012-09-01,Arizona,125400,77
2020-08-01,Delaware,201100,246
2021-01-01,North Carolina,259300,50
2013-10-01,Alaska,256100,739
2016-02-01,Hawaii,539700,532
2021-02-01,South Carolina,296400,3952
2019-04-01,Alaska,209200,89
2015-05-01,New York,220900,304
2022-03-01,Michigan,150900,255
2014-10-01,Wisconsin,136500,123
2013-12-01,Indiana,143400,53
2019-09-01,Hawaii,745000,1
2015-12-01,South Carolina,209100,3989
2015-12-01,Ohio,127800,52
2013-07-01,Illinois,187400,3037
2018-11-01,Nevada,200000,218
2020-12-01,Kansas,158800,24
2021-01-01,Idaho,384600,1541
2017-05-01,Alabama,186900,3885
2017-12-01,Ohio,168300,56
2018-03-01,Hawaii,441600,702
2012-06-01,Kentucky,122800,28
2016-07-01,Missouri,142300,398
2014-09-01,New Hampshire,214000,1751
2014-05-01,Massachusetts,330300,1327
2019-05-01,West Virginia,160800,56
2015-10-01,Kansas,179300,1797
2013-05-01,Alaska,276900,544
2013-03-01,South Dakota,154000,245
2015-06-01,Delaware,173700,198
2013-03-01,New Mexico,227600,17
2012-01-01,Iowa,122400,470
2013-11-01,California,493000,998
2018-01-01,Utah,293200,2801
2021-08-01,Rhode Island,408600,1103
2020-07-01,Iowa,187700,301
2012-06-01,Nebraska,148600,1471
2012-02-01,New Mexico,298200,109
2022-02-01,Tennessee,363500,5674
2015-05-01,Georgia,196800,994
2020-10-01,New Hampshire,341400,2065
2012-05-01,Virginia,313700,1379
2021-01-01,Arkansas,197200,1908
2012-06-01,Nevada,137800,4053
2016-05-01,Utah,212600,501
2012-05-01,West Virginia,128800,272
2015-08-01,Virginia,321200,1858
2012-03-01,Alaska,241300,386
2014-07-01,Alaska,284100,603
2020-08-01,Tennessee,291100,8846
2020-03-01,California,598700,21988
2021-02-01,Hawaii,556200,27
2014-08-01,Delaware,157400,149
2020-05-01,Wisconsin,165500,217
2014-06-01,Illinois,206900,2901
2016-12-01,Kansas,151200,66
2017-04-01,Texas,239700,21306
2019-09-01,Georgia,235600,1034
2020-05-01,Illinois,232900,1541
2015-08-01,Wisconsin,144900,2237
2014-10-01,New Hampshire,181800,56
2014-05-01,Indiana,55900,40
2018-11-01,Kentucky,183900,2413
2021-11-01,New Hampshire,326200,256
2017-01-01,South Carolina,143400,426
2017-10-01,North Carolina,163000,337
2020-03-01,Kentucky,150700,226
2019-12-01,Vermont,265400,55
2015-04-01,Alabama,124300,87
2015-12-01,Florida,221200,20805
2017-10-01,Missouri,141500,378
2021-11-01,Tennessee,355700,7454
2018-06-01,Delaware,230000,1102
2014-12-01,Utah,205700,264
2015-01-01,Utah,207800,201
2019-04-01,Mississippi,168000,25
2020-09-01,Iowa,181800,265
2018-10-01,North Carolina,231700,10106
2012-07-01,Rhode Island,141200,110
2014-07-01,Oregon,269200,4557
2016-09-01,Tennessee,181100,254
2013-06-01,Illinois,203400,9389
2020-01-01,North Carolina,244400,32
2013-08-01,Rhode Island,223800,934
2017-12-01,Florida,257900,22492
2016-12-01,Pennsylvania,213100,526
2018-09-01,Minnesota,247100,177
2018-05-01,New Jersey,280600,1464
2014-12-01,New Hampshire,208300,1516
2016-12-01,Delaware,95000,50
2017-12-01,Missouri,170200,4273
2012-12-01,New York,211600,5538
2013-09-01,Vermont,209800,490
2021-12-01,Maryland,229600,688
2016-09-01,Michigan,158500,10196
2022-04-01,Mississippi,224100,39
2015-04-01,Vermont,281800,13
2021-04-01,Louisiana,244700,4053
2016-04-01,Oklahoma,147900,3467
2015-01-01,Delaware,150600,110
2015-11-01,Pennsylvania,147500,1958
2014-03-01,California,509700,882
2022-03-01,New Hampshire,353500,149
2019-10-01,Iowa,145800,13
2018-08-01,Connecticut,191200,921
2013-02-01,New Mexico,226500,12
2015-07-01,New Jersey,230800,407
2019-12-01,Michigan,180200,8167
2021-12-01,Illinois,257600,10278
2022-04-01,Alaska,224700,121
2013-01-01,New Jersey,246200,1794
2018-09-01,Oregon,359400,98
2016-10-01,Texas,220300,21335
2017-06-01,Maine,225400,95
2015-08-01,Maryland,176400,606
2013-07-01,Oklahoma,76100,62
2021-09-01,New York,419000,10062
2022-01-01,Ohio,193600,9220
2021-07-01,Columbia,1205000,124
2018-08-01,Pennsylvania,217400,13005
2017-12-01,Colorado,547700,60
2022-01-01,South Carolina,212500,721
2012-07-01,Kentucky,141500,2543
2018-05-01,Kentucky,187000,3124
2020-05-01,Indiana,212300,3743
2016-10-01,Vermont,209900,587
2017-09-01,Wisconsin,136200,347
2012-12-01,Hawaii,377400,92
2017-11-01,North Carolina,210700,31
2013-12-01,North Carolina,120600,153
2013-07-01,Louisiana,185000,2245
2015-04-01,North Carolina,166700,445
2019-03-01,New York,416400,9337
2021-06-01,Wisconsin,230500,818
2015-08-01,North Carolina,138100,315
2014-05-01,Washington,299800,7987
2015-01-01,Massachusetts,339800,2702
2021-08-01,California,948200,1140
2013-04-01,Minnesota,180000,4654
2014-10-01,Virginia,126600,26
2019-10-01,New Jersey,262300,664
2016-09-01,Ohio,127700,107
2022-04-01,Arkansas,254900,2677
2018-03-01,Massachusetts,414900,1011
2019-03-01,Maryland,190400,528
2018-11-01,New Jersey,307600,1138
2017-06-01,Washington,407800,11115
2018-05-01,Oklahoma,147900,27
2017-06-01,Hawaii,653500,740
2018-12-01,Colorado,409700,321
2020-05-01,Massachusetts,432400,769
2016-12-01,Maine,322400,5
2016-02-01,Tennessee,155500,27
2014-03-01,Texas,212200,621
2018-12-01,New Mexico,219000,1
2012-10-01,New Mexico,339400,151
2018-01-01,North Carolina,217500,6842
2020-01-01,Connecticut,221400,250
2019-03-01,Indiana,187100,3794
2017-11-01,Texas,234200,21550
2013-02-01,Arkansas,132000,13
2018-09-01,Mississippi,100000,6
2015-08-01,South Carolina,196900,4491
2016-08-01,Georgia,129200,51
2015-03-01,Colorado,317100,6361
2013-02-01,California,377000,815
2018-05-01,West Virginia,192500,408
2012-04-01,Columbia,206500,12
2013-11-01,Georgia,145700,620
2013-10-01,Nevada,120000,219
2020-10-01,Ohio,165400,1402
2014-06-01,North Carolina,166300,527
2015-07-01,Pennsylvania,199700,681
2019-03-01,Maine,266000,127
2016-05-01,North Carolina,210500,11136
2020-12-01,Colorado,428500,1006
2014-02-01,Oregon,246100,2502
2021-07-01,North Carolina,250700,60
2020-02-01,Pennsylvania,208200,7442
2015-07-01,Hawaii,581900,677
2012-04-01,Texas,137100,185
2022-01-01,Michigan,217800,1062
2021-03-01,New Mexico,419200,287
2020-05-01,Kentucky,160000,18
2015-06-01,North Carolina,209900,11464
2021-02-01,Arkansas,199800,20
2019-07-01,Virginia,255800,1256
2014-09-01,Oklahoma,163800,23
2020-09-01,Idaho,361200,34
2014-03-01,Washington,284600,6468
2013-04-01,Texas,216200,628
2022-05-01,Oklahoma,230700,46
2012-09-01,Washington,265100,5940
2017-08-01,Connecticut,185600,917
2020-06-01,Georgia,273500,12902
2020-08-01,Mississippi,142500,3
2012-07-01,Vermont,182800,30
2017-09-01,Maine,216200,167
2021-08-01,Arizona,254300,748
2014-05-01,Alaska,387500,16
2020-01-01,Maryland,204700,22
2012-09-01,Tennessee,130700,1870
2019-02-01,Oklahoma,162600,2721
2015-09-01,Oklahoma,154500,3487
2020-03-01,Alaska,404800,22
2017-12-01,Utah,289300,3581
2018-03-01,Missouri,150100,171
2019-01-01,Columbia,429000,252
2018-07-01,Delaware,251500,706
2015-09-01,Indiana,146900,4416
2017-04-01,Kansas,117000,38
2020-06-01,Pennsylvania,240300,8239
2013-02-01,Maryland,115000,8
2018-06-01,Connecticut,313900,4257
2019-06-01,Oklahoma,180700,3981
2018-12-01,Oregon,345700,3526
2021-10-01,Michigan,160500,251
2015-04-01,Arkansas,133300,20
2017-09-01,Colorado,402100,5502
2022-04-01,North Carolina,347000,1221
2016-01-01,Arizona,149800,536
2015-09-01,Pennsylvania,189200,518
2018-01-01,Illinois,197000,681
2015-05-01,New Mexico,455000,1
2019-09-01,Minnesota,259400,7407
2012-02-01,Michigan,78200,5671
2014-07-01,Vermont,218200,50
2014-03-01,Columbia,566000,223
2021-04-01,Alaska,334300,557
2018-03-01,Minnesota,205200,757
2019-08-01,Alabama,251800,241
2021-10-01,Minnesota,333400,195
2015-04-01,Illinois,137700,395
2018-11-01,Kentucky,139600,189
2014-07-01,Minnesota,168700,326
2015-06-01,Vermont,222000,631
2018-03-01,Nevada,198500,332
2021-10-01,Maine,310200,125
2017-03-01,Columbia,690000,131
2013-07-01,Georgia,90600,51
2013-10-01,Virginia,313500,3932
2012-08-01,West Virginia,140100,285
2019-03-01,New Mexico,291600,15
2013-02-01,Tennessee,114500,1887
2018-07-01,Minnesota,210100,1245
2019-07-01,New Mexico,279100,22
2021-01-01,Alabama,231800,2794
2017-03-01,Alaska,277300,411
2013-11-01,Connecticut,127600,82
2013-02-01,Nebraska,132900,864
2018-10-01,Utah,327100,55
2018-05-01,Minnesota,188600,367
2019-03-01,Massachusetts,409400,5372
2012-10-01,Kentucky,140700,2364
2021-03-01,Florida,240500,13025
2022-01-01,Indiana,193200,174
2020-05-01,Kentucky,207900,2627
2020-09-01,Rhode Island,355900,1126
2022-02-01,Oklahoma,222800,3357
2018-01-01,Mississippi,115000,3
2019-05-01,South Dakota,193400,86
2015-06-01,Illinois,192200,1569
2014-05-01,Arkansas,138200,15
2020-05-01,Idaho,274500,55
2016-12-01,Colorado,362600,6350
2014-12-01,Nevada,213700,3041
2016-11-01,Pennsylvania,116100,255
2012-03-01,Wisconsin,52900,47
2014-04-01,New York,111500,305
2015-03-01,Hawaii,397200,570
2019-12-01,Massachusetts,439800,1198
2015-11-01,Nevada,221300,30
2020-01-01,Delaware,97500,5
2017-05-01,Rhode Island,197700,141
2021-01-01,Virginia,363100,6170
2012-03-01,South Carolina,114000,156
2021-01-01,Columbia,472800,311
2017-12-01,Connecticut,172600,688
2017-07-01,Missouri,181800,5482
2012-04-01,South Carolina,117500,456
2012-06-01,Missouri,120400,1657
2013-02-01,Wisconsin,48600,26
2017-07-01,Louisiana,208900,2631
2016-07-01,Tennessee,216400,7465
2018-03-01,Illinois,214200,8020
2021-09-01,Massachusetts,465600,839
2018-11-01,Washington,495200,465
2015-08-01,Kansas,90200,39
2022-03-01,North Carolina,286100,570
2012-08-01,Washington,274900,77
2017-07-01,New York,520900,932
2021-09-01,Mississippi,146700,24
2019-12-01,West Virginia,219200,339
2017-08-01,Vermont,219400,740
2020-02-01,Alaska,285300,452
2014-12-01,Minnesota,162200,581
2014-07-01,Columbia,525000,799
2016-01-01,Arkansas,154800,31
2020-12-01,Tennessee,275900,352
2021-11-01,Oregon,490300,5053
2020-07-01,Delaware,191000,1
2021-02-01,Oregon,314500,283
2021-10-01,Alabama,199800,125
2012-08-01,Illinois,113600,429
2017-05-01,Nevada,125300,537
2018-03-01,Alaska,278600,408
2017-05-01,Oklahoma,132500,30
2012-07-01,Iowa,141900,955
2017-07-01,Delaware,181300,4
2021-09-01,California,745100,37415
2019-06-01,West Virginia,207200,461
2017-08-01,Wisconsin,185300,8305
2013-07-01,Maine,141200,449
2017-07-01,Vermont,259500,14
2015-07-01,Missouri,161200,6330
2018-08-01,Louisiana,208600,2781
2013-08-01,Arkansas,81800,11
2017-10-01,Utah,289700,4198
2022-05-01,Indiana,274500,5271
2021-05-01,Alabama,257400,3854
2013-10-01,Vermont,196100,47
2013-06-01,Idaho,129900,48
2020-04-01,Vermont,273700,366
2017-05-01,Kansas,110400,30
2021-11-01,Louisiana,183400,154
2015-03-01,Texas,206500,19243
2021-05-01,Arizona,386200,11813
2017-10-01,Colorado,418700,5428
2012-09-01,North Carolina,139400,13
2015-10-01,Mississippi,107700,18
2020-07-01,Nebraska,143900,44
2013-01-01,Alabama,35000,1
2016-05-01,Louisiana,203000,2658
2014-03-01,Utah,211500,38
2015-05-01,Connecticut,200900,1805
2020-09-01,Iowa,229300,1294
2014-01-01,New York,113900,289
2015-08-01,Maine,93100,11
2018-02-01,California,558600,17144
2016-03-01,North Carolina,144600,268
2020-12-01,New Mexico,385500,39
2012-07-01,Delaware,104300,44
2016-02-01,Oregon,270000,3747
2019-12-01,Arkansas,181000,2237
2012-05-01,Washington,243400,69
2018-09-01,Florida,178700,6130
2013-11-01,Colorado,394000,41
2016-10-01,South Carolina,181100,226
2013-02-01,Florida,111600,5345
2013-11-01,California,419000,20524
2012-03-01,Kansas,145900,1426
2015-03-01,New York,231100,322
2014-09-01,Oregon,210600,275
2020-02-01,Georgia,249700,8625
2014-12-01,South Carolina,187600,3576
2019-05-01,Virginia,339300,13310
2020-02-01,California,572200,23399
2020-08-01,Hawaii,453500,572
2017-06-01,Texas,198900,1135
2019-04-01,Kansas,193300,64
2012-02-01,Florida,108400,1605
2020-12-01,Utah,419000,64
2017-12-01,Nevada,280300,3486
2014-03-01,Iowa,132500,103
2014-07-01,Georgia,205600,8727
2021-04-01,New York,652500,1015
2021-09-01,Connecticut,645000,1
2014-08-01,North Carolina,197400,7248
2017-05-01,Idaho,194500,58
2015-09-01,Arkansas,142400,2203
2013-06-01,Pennsylvania,160700,2419
2019-09-01,Louisiana,181500,133
2012-02-01,Virginia,260400,2915
2014-07-01,Louisiana,167000,43
2015-11-01,Florida,145900,5353
2019-12-01,Mississippi,99600,6
2012-10-01,Hawaii,384300,97
2017-02-01,Columbia,525000,14
2012-12-01,Nevada,154200,3783
2016-07-01,Delaware,219900,832
2013-09-01,Columbia,260000,16
2013-05-01,Iowa,154700,1269
2018-09-01,California,572800,27149
2019-12-01,Washington,342500,805
2020-08-01,South Dakota,234200,492
2013-02-01,Indiana,148200,42
2018-06-01,West Virginia,195300,457
2018-07-01,Michigan,181100,1990
2022-02-01,Wisconsin,217200,397
2020-11-01,Florida,298300,36946
2015-03-01,Colorado,482500,42
2012-12-01,Columbia,397500,24
2016-08-01,Nevada,104900,461
2012-09-01,West Virginia,152000,276
2014-08-01,Maine,195200,8
2021-04-01,Kansas,147100,35
2014-05-01,New Mexico,226400,8
2021-06-01,Vermont,327100,1090
2015-09-01,Illinois,181000,1168
2012-03-01,New Hampshire,141300,47
2013-09-01,Alabama,160000,2389
2021-08-01,Utah,489700,4617
2014-04-01,Colorado,416300,53
2018-01-01,Maryland,334400,2834
2014-03-01,Idaho,181900,19
2019-07-01,Oregon,364800,6101
2021-05-01,Alabama,205300,112
2017-09-01,Hawaii,540600,1432
2012-01-01,Oklahoma,90400,20
2022-03-01,Colorado,605700,6813
2016-04-01,Ohio,68100,278
2012-07-01,Maryland,102500,4
2016-07-01,Nebraska,174800,113
2013-08-01,Tennessee,127000,124
2018-09-01,Wisconsin,195100,5511
2021-05-01,Mississippi,160500,17
2018-12-01,Kentucky,91500,16
2016-11-01,Colorado,355700,6623
2019-11-01,Utah,277200,424
2013-07-01,Nevada,172400,4693
2017-02-01,Connecticut,165100,479
2015-05-01,Vermont,175500,66
2021-03-01,Illinois,263000,14409
2022-01-01,Nevada,453600,3236
2013-05-01,Washington,302900,6933
2012-01-01,Pennsylvania,182300,284
2017-07-01,New Jersey,302900,653
2013-11-01,South Dakota,156800,287
2019-11-01,Idaho,309800,2101
2022-04-01,New Hampshire,375100,131
2021-03-01,West Virginia,261600,346
2021-03-01,Kansas,269500,1850
2017-03-01,Tennessee,218400,6436
2019-07-01,South Dakota,134200,10
2019-03-01,Mississippi,180000,1168
2021-08-01,Washington,604200,10704
2018-07-01,Maryland,305700,8336
2020-12-01,New York,445500,16221
2022-01-01,New Hampshire,383600,1238
2017-05-01,Kentucky,172200,3797
2014-07-01,Ohio,126100,90
2012-10-01,Florida,118800,1873
2020-09-01,New York,497400,820
2020-11-01,Vermont,293700,1120
2019-08-01,New Hampshire,275600,88
2019-07-01,Texas,191800,980
2019-01-01,Vermont,297600,20
2019-02-01,Pennsylvania,173700,2122
2021-06-01,Pennsylvania,315300,9078
2018-09-01,Maryland,225400,2112
2021-04-01,Utah,512000,66
2019-12-01,Arkansas,168400,33
2014-01-01,Pennsylvania,135900,1503
2013-03-01,Rhode Island,174000,104
2013-08-01,North Carolina,162800,220
2016-10-01,Illinois,196100,8403
2016-08-01,North Carolina,221600,10173
2014-03-01,Utah,225000,247
2019-06-01,Mississippi,67800,4
2012-09-01,Rhode Island,205200,112
2020-09-01,Delaware,268300,990
2014-12-01,Missouri,109400,71
2013-09-01,Rhode Island,221900,155
2012-12-01,Arizona,92200,506
2017-12-01,Mississippi,168700,1132
2018-04-01,Arkansas,126300,29
2020-02-01,Nebraska,161000,6
2021-08-01,West Virginia,218400,82
2021-04-01,Maryland,195800,48
2021-08-01,New York,448800,11384
2020-04-01,Ohio,162600,914
2016-09-01,New Hampshire,245300,2185
2013-10-01,Arizona,198400,6549
2017-05-01,Kentucky,140400,308
2015-03-01,Michigan,124200,7972
2012-07-01,Columbia,410000,19
2022-02-01,California,627800,3905
2018-10-01,California,490300,4582
2014-10-01,Illinois,156700,445
2021-03-01,Kentucky,215600,3200
2016-07-01,Wisconsin,125600,322
2013-02-01,South Dakota,146600,16
2016-04-01,Indiana,152500,4499
2019-05-01,Michigan,189200,12280
2021-10-01,Arkansas,225000,2955
2013-09-01,Vermont,204700,603
2013-06-01,South Dakota,159200,351
2015-05-01,Illinois,201100,9891
2015-10-01,North Carolina,198500,7792
2017-09-01,New York,388200,305
2019-06-01,Iowa,108800,8
2017-08-01,Nevada,276800,4529
2019-09-01,Kentucky,159200,239
2016-10-01,Columbia,660000,269
2021-09-01,Maryland,372700,9161
2013-11-01,Arkansas,106800,21
2020-10-01,Columbia,675000,947
2021-04-01,Louisiana,163200,61
2015-04-01,Nevada,208100,4354
2018-05-01,Rhode Island,274800,1367
2017-12-01,Colorado,408500,4794
2021-04-01,Georgia,306100,14766
2021-09-01,Washington,568800,12746
2012-06-01,Kansas,171100,1886
2015-05-01,North Carolina,207600,8693
2014-07-01,Maryland,277900,6509
2018-08-01,Utah,347800,50
2012-05-01,Utah,197700,2990
2020-03-01,Minnesota,275700,5471
2021-12-01,Georgia,271100,87
2015-10-01,New Mexico,321700,181
2019-06-01,Louisiana,198800,177
2013-04-01,Kentucky,119200,22
2012-10-01,Vermont,179000,35
2016-05-01,Utah,254700,50
2016-07-01,Michigan,161700,12038
2014-11-01,Kentucky,123300,166
2013-04-01,California,400100,25697
2021-06-01,Arkansas,212200,48
2019-01-01,Virginia,333400,1119
2021-03-01,Delaware,118000,38
2018-01-01,California,561500,851
2016-05-01,Massachusetts,389400,447
2012-04-01,Colorado,237000,5460
2013-11-01,Maryland,79800,11
2017-04-01,Ohio,148000,9802
2012-09-01,Virginia,312200,1132
2012-02-01,Maryland,160900,1003
2015-03-01,New Hampshire,215200,1174
2021-08-01,New Hampshire,330700,132
2015-01-01,Ohio,59500,189
2012-04-01,New York,192900,214
2014-04-01,Michigan,109600,9143
2018-09-01,Michigan,178100,13372
2017-05-01,Utah,283300,38
2016-12-01,North Carolina,209200,31
2012-08-01,North Carolina,134400,118
2022-03-01,Indiana,231900,51
2014-08-01,Georgia,149300,682
2019-07-01,Columbia,902000,133
2018-09-01,Maryland,295000,6530
2012-03-01,Missouri,103400,1307
2021-02-01,Rhode Island,328900,634
2022-04-01,Arizona,358100,958
2017-12-01,Iowa,158000,13
2018-03-01,New York,547100,897
2014-07-01,California,369500,4952
2013-12-01,Mississippi,50700,6
2020-02-01,Nevada,160600,466
2015-01-01,Hawaii,380100,422
2022-03-01,North Carolina,342500,13658
2017-02-01,Washington,358400,5474
2017-08-01,Maine,209900,2147
2021-01-01,New Mexico,456000,174
2016-05-01,Colorado,373500,6199
2015-09-01,Pennsylvania,183200,9870
2013-01-01,Michigan,97800,5077
2016-09-01,Arkansas,149600,56
2018-01-01,West Virginia,151000,36
2017-02-01,New Jersey,265000,833
2019-04-01,West Virginia,204900,302
2021-04-01,Mississippi,221200,1412
2016-03-01,Arkansas,145600,2046
2020-02-01,Maine,259500,80
2013-06-01,Maryland,94300,15
2014-10-01,Pennsylvania,106200,194
2013-10-01,Connecticut,216900,1352
2015-01-01,Indiana,56800,47
2013-12-01,West Virginia,150200,283
2016-05-01,Maryland,119900,14
2022-02-01,Illinois,260400,819
2019-08-01,Mississippi,125600,17
2019-03-01,New Hampshire,216200,188
2016-08-01,Tennessee,184400,310
2012-01-01,Wisconsin,86000,2
2020-08-01,Arizona,341300,9415
2019-01-01,Georgia,226900,6346
2013-12-01,Missouri,139600,33
2018-04-01,New York,351000,264
2018-10-01,Indiana,87200,76
2014-01-01,Florida,140100,1658
2014-04-01,Arkansas,128300,1017
2013-05-01,Utah,238900,3087
2021-05-01,Wisconsin,224900,677
2018-10-01,Michigan,175500,13173
2012-10-01,New York,248700,295
2018-10-01,New Jersey,303500,7918
2012-08-01,Minnesota,143000,150
2016-07-01,South Carolina,223000,4122
2019-04-01,Pennsylvania,129000,259
2016-08-01,West Virginia,90000,1
2012-06-01,Missouri,157800,46
2014-05-01,Ohio,140400,89
2020-11-01,Idaho,371000,2604
2014-05-01,Arkansas,144700,21
2015-03-01,Oklahoma,148300,3123
2016-12-01,Maine,231500,128
2013-02-01,Colorado,257400,3591
2020-05-01,Virginia,343300,10562
2015-02-01,Columbia,602500,80
2019-05-01,Nevada,300100,5408
2022-05-01,Michigan,143500,1
2016-10-01,Georgia,206300,8914
2013-04-01,Ohio,110600,10302
2015-07-01,Nevada,145000,231
2018-11-01,Colorado,285600,867
2013-08-01,Pennsylvania,119500,207
2016-01-01,Washington,366200,92
2015-03-01,Arkansas,132900,2067
2020-10-01,New York,379700,11800
2013-09-01,Pennsylvania,142900,2005
2015-03-01,Iowa,127800,130
2018-11-01,Georgia,183600,56
2018-03-01,Mississippi,118000,7
2014-09-01,New Jersey,253900,4763
2022-04-01,South Dakota,299100,364
2014-06-01,South Dakota,169400,330
2019-03-01,Nevada,311200,3369
2013-07-01,Delaware,45000,6
2016-02-01,Louisiana,169000,94
2019-02-01,Ohio,149300,8088
2014-10-01,Missouri,133100,301
2014-05-01,Massachusetts,301700,659
2016-10-01,Massachusetts,366700,6596
2019-10-01,Alaska,277000,668
2015-10-01,Kentucky,118200,276
2019-01-01,Kentucky,149500,153
2018-04-01,Missouri,155700,384
2017-06-01,Arkansas,102300,21
2012-11-01,Columbia,576800,302
2021-08-01,Michigan,232800,13169
2018-08-01,Vermont,210200,78
2021-12-01,Oklahoma,219000,4492
2017-01-01,Maryland,316100,2965
2014-04-01,Indiana,45400,37
2019-04-01,Michigan,179500,10117
2015-05-01,Washington,341700,7563
2018-09-01,Georgia,233500,11128
2019-03-01,Connecticut,183600,674
2014-08-01,Nevada,179100,27
2020-06-01,Missouri,209000,7089
2017-10-01,Oregon,340400,110
2018-11-01,Maryland,133800,8
2020-04-01,Georgia,262600,10721
2016-03-01,New York,94700,354
2016-10-01,Idaho,224300,32
2017-09-01,Vermont,218200,803
2020-10-01,Illinois,255000,11944
2021-02-01,Pennsylvania,218300,2646
2013-03-01,Georgia,81500,49
2015-05-01,Wisconsin,86300,36
2012-05-01,New Mexico,249000,9
2020-06-01,Tennessee,238200,353
2017-09-01,South Dakota,194900,429
2020-04-01,Ohio,173300,105
2017-04-01,Georgia,226900,9890
2019-04-01,Virginia,255300,51
2017-07-01,Idaho,232000,2500
2015-02-01,Texas,200300,14179
2020-08-01,Oklahoma,160600,31
2016-03-01,Maryland,196200,2021
2019-05-01,Maine,236300,183
2013-01-01,Louisiana,157300,1381
2013-11-01,Tennessee,72700,21
2016-06-01,Georgia,210000,1117
2017-01-01,Georgia,160500,53
2014-07-01,Wisconsin,135700,2303
2014-06-01,Indiana,125500,310
2018-06-01,Georgia,254500,12448
2016-10-01,Indiana,169700,81
2014-05-01,Wisconsin,133600,1903
2014-11-01,Maine,160200,20
2019-12-01,Kansas,225200,1739
2020-07-01,South Dakota,155000,11
2013-04-01,New Jersey,216400,85
2012-11-01,Tennessee,515000,1
2019-05-01,Minnesota,220900,443
2015-10-01,Hawaii,1195000,3
2013-07-01,Minnesota,146600,331
2014-08-01,Wisconsin,141100,2135
2016-11-01,New Hampshire,205500,57
2018-03-01,Michigan,105300,196
2021-11-01,South Dakota,308300,6
2019-06-01,Massachusetts,408300,794
2012-05-01,Massachusetts,302400,4357
2020-04-01,New York,740400,1042
2017-04-01,Kansas,197900,1895
2014-09-01,Mississippi,148500,964
2020-11-01,Arizona,334700,10958
