year,state,median_sale_price,homes_sold
2020-06-01,North Carolina,202300,587
2019-04-01,Utah,274700,543
2020-06-01,Arkansas,169100,71
2020-04-01,Tennessee,268000,6410
2013-10-01,Florida,183400,15983
2012-11-01,Arizona,169900,7064
2016-11-01,North Carolina,183900,592
2013-06-01,Florida,141200,230
2020-08-01,Washington,546600,639
2013-05-01,Alaska,203900,128
2020-06-01,Columbia,740000,358
2017-11-01,Minnesota,227400,141
2020-07-01,Iowa,168800,13
2019-04-01,South Dakota,213200,265
2012-06-01,Mississippi,52000,5
2022-04-01,Maryland,246200,711
2021-08-01,Kansas,280500,2542
2020-04-01,Alabama,224800,3124
2017-08-01,Maine,185000,7
2018-09-01,Hawaii,669300,625
2018-08-01,Colorado,412400,8015
2013-06-01,Florida,188300,18075
2015-06-01,Kentucky,160900,3749
2019-02-01,Florida,244600,26740
2020-08-01,Connecticut,247800,250
2015-03-01,West Virginia,156300,245
2015-02-01,Colorado,333700,3530
2015-03-01,Oregon,261300,4673
2013-08-01,Texas,186300,24811
2020-06-01,Kansas,87900,34
2018-12-01,Washington,407000,7858
2019-11-01,Missouri,153000,300
2012-12-01,Idaho,165500,19
2021-09-01,South Carolina,205800,924
2022-05-01,Columbia,1299500,124
2018-09-01,Illinois,238300,422
2018-06-01,Wisconsin,202700,100
2012-06-01,Alaska,203100,105
2022-05-01,Texas,397000,27952
2018-02-01,New Hampshire,256300,739
2020-06-01,Indiana,207800,5421
2012-06-01,Nebraska,133600,46
2013-01-01,Oregon,218000,2361
2015-06-01,Virginia,238800,1049
2017-04-01,Virginia,331900,7070
2017-08-01,Tennessee,229600,7512
2020-07-01,Georgia,274700,16554
2021-02-01,Texas,293500,20310
2012-09-01,Massachusetts,287500,398
2017-09-01,Oregon,336100,4975
2014-10-01,Mississippi,134700,8
2013-02-01,Nebraska,131200,773
2013-07-01,North Carolina,136300,168
2015-02-01,Mississippi,114500,6
2020-09-01,California,517600,5494
2016-10-01,Iowa,148500,174
2012-08-01,Indiana,129400,3776
2020-01-01,New Hampshire,279600,906
2015-07-01,Oregon,267100,139
2017-07-01,South Dakota,190600,442
2013-06-01,California,482700,1130
2022-03-01,Ohio,230000,135
2012-03-01,Georgia,93900,485
2016-07-01,Nebraska,219700,43
2021-02-01,Alabama,212900,100
2015-06-01,Missouri,169500,5685
2018-06-01,Kentucky,133200,273
2015-12-01,Ohio,130700,9121
2020-12-01,Kansas,133600,36
2019-10-01,South Dakota,200400,50
2013-04-01,Connecticut,214700,1129
2019-07-01,Illinois,237200,10967
2013-04-01,Hawaii,1025000,3
2019-12-01,South Dakota,224900,15
2019-01-01,Vermont,220200,345
2015-08-01,New York,127600,387
2014-01-01,New Hampshire,189200,31
2018-05-01,Hawaii,562900,1433
2022-04-01,New Mexico,544000,220
2014-05-01,Connecticut,218100,1360
2015-03-01,Alabama,152800,6
2017-11-01,Nevada,281100,47
2013-11-01,Arkansas,127700,850
2014-03-01,Arkansas,104100,12
2015-05-01,Rhode Island,146300,88
2015-06-01,South Dakota,187600,475
2016-04-01,South Dakota,186100,341
2017-05-01,Alaska,448500,28
2016-07-01,Florida,188900,2629
2014-06-01,Pennsylvania,157500,2504
2015-09-01,Texas,156500,916
2017-04-01,Maryland,220100,2253
2015-01-01,Washington,338600,78
2015-08-01,Illinois,200600,14614
2021-11-01,Virginia,409700,2355
2020-11-01,Oregon,361600,266
2012-08-01,Vermont,206900,552
2016-02-01,Mississippi,148100,823
2017-10-01,Vermont,184000,77
2013-12-01,Washington,283300,6359
2021-03-01,Vermont,289200,579
2021-10-01,Mississippi,179300,11
2014-02-01,Florida,122000,5003
2017-02-01,Pennsylvania,150600,1811
2012-06-01,North Carolina,210400,2689
2015-04-01,New York,115900,278
2019-12-01,Ohio,161800,11084
2013-09-01,Minnesota,129100,244
2018-04-01,Delaware,127000,50
2017-07-01,Kentucky,160200,39
2017-11-01,Missouri,167900,4966
2014-01-01,Minnesota,142500,164
2015-03-01,South Carolina,204200,3482
2020-09-01,Idaho,336800,118
2022-02-01,Georgia,272500,646
2016-10-01,New York,506000,967
2021-02-01,Texas,282200,640
2021-10-01,Illinois,260300,10894
2015-08-01,Arkansas,151300,2108
2014-09-01,Utah,216400,39
2019-09-01,Rhode Island,288400,157
2017-05-01,Columbia,455000,409
2014-04-01,Alabama,157100,2597
2019-03-01,Michigan,170000,1085
2014-01-01,Maine,139300,217
2017-07-01,West Virginia,198300,330
2020-03-01,Maryland,387300,4122
2013-06-01,Virginia,257700,821
2016-11-01,Washington,361200,138
2014-01-01,Nevada,174700,3145
2021-08-01,Florida,288800,3528
2015-05-01,Mississippi,177900,26
2019-02-01,Columbia,679900,235
2012-04-01,California,334300,1124
2016-12-01,New Mexico,315200,214
2021-12-01,New Hampshire,361100,114
2018-10-01,Wisconsin,157600,337
2013-07-01,Maryland,289800,6670
2021-07-01,Kansas,289000,2591
2021-06-01,Michigan,236300,13421
2012-03-01,Nevada,72000,277
2018-01-01,Texas,229300,14598
2012-09-01,New Hampshire,152600,157
2018-12-01,Georgia,230400,9998
2020-12-01,Connecticut,363000,4315
2020-03-01,Alaska,228500,101
2015-09-01,Arkansas,138800,56
2017-02-01,New Mexico,217500,24
2015-12-01,Alaska,322800,28
2013-02-01,Washington,278200,53
2014-02-01,Columbia,369200,243
2021-08-01,Oregon,517400,147
2021-04-01,Rhode Island,313300,226
2018-09-01,Connecticut,287600,2739
2019-07-01,Ohio,182800,12672
2015-01-01,Alaska,262200,332
2014-11-01,Kentucky,139900,2118
2015-04-01,New Jersey,237300,4335
2015-11-01,Columbia,630000,298
2015-05-01,Virginia,310500,10009
2013-10-01,Alabama,154100,2264
2012-06-01,North Carolina,101600,14
2021-09-01,New York,699200,3172
2019-09-01,New Hampshire,232300,200
2017-01-01,Columbia,532000,598
2015-05-01,Alaska,361600,34
2015-12-01,Florida,150800,6463
2020-01-01,Maine,225400,1028
2021-03-01,Pennsylvania,231700,3371
2019-01-01,Washington,488300,367
2015-01-01,New Mexico,198000,19
2012-10-01,Iowa,135400,870
2018-03-01,Nebraska,144000,7
2015-10-01,Oklahoma,131400,29
2021-11-01,Idaho,472600,2316
2013-06-01,Maine,155900,377
2014-09-01,Indiana,140600,4266
2020-09-01,Minnesota,287600,9187
2016-02-01,Pennsylvania,182200,4404
2016-05-01,New Hampshire,188300,70
2012-04-01,Oregon,199700,3080
2018-05-01,Utah,264100,548
2015-04-01,New Mexico,199200,12
2016-10-01,Texas,171000,766
2021-09-01,Indiana,249300,5262
2012-11-01,West Virginia,148700,237
2016-10-01,Delaware,90500,6
2014-04-01,Georgia,66000,33
2013-03-01,Nevada,110100,49
2017-12-01,Arizona,194100,791
2012-01-01,Kansas,132000,928
2018-04-01,Massachusetts,381900,556
2018-02-01,Texas,185300,725
2013-06-01,Hawaii,1100000,1
2015-03-01,Nebraska,144000,39
2016-01-01,Texas,202100,398
2012-05-01,New Jersey,302200,197
2015-10-01,Colorado,300700,407
2020-11-01,Oregon,305900,342
2014-02-01,Kansas,129100,48
2022-03-01,Louisiana,174300,86
2017-07-01,Arkansas,163700,2390
2019-02-01,Alabama,165200,5
2016-01-01,New Jersey,250900,3124
2016-02-01,Missouri,111100,42
2020-04-01,New Jersey,425400,331
2019-09-01,Maine,230900,1782
2020-09-01,Columbia,515000,436
2019-09-01,Illinois,218000,8522
2019-02-01,Kansas,160800,55
2020-04-01,Missouri,202500,4744
2016-01-01,Wisconsin,107400,202
2013-06-01,Nebraska,157900,1454
2012-05-01,Iowa,145700,1014
2014-11-01,New Jersey,241900,3967
2016-03-01,Florida,223600,22070
2020-03-01,Nevada,312000,4447
2013-10-01,Minnesota,161400,289
2020-05-01,California,464400,2322
2015-05-01,Georgia,203300,11234
2018-04-01,Florida,183700,8576
2016-06-01,Nebraska,179000,2089
2018-11-01,South Carolina,244200,3664
2021-10-01,Arizona,443900,88
2017-04-01,Colorado,258600,1009
2014-03-01,Ohio,111700,8545
2015-10-01,Vermont,238900,13
2013-08-01,Illinois,188800,2942
2021-09-01,Maryland,232400,769
2016-02-01,Idaho,170200,36
2015-09-01,Virginia,297600,6534
2021-11-01,Minnesota,331700,209
2013-12-01,Virginia,303500,5821
2016-11-01,New Hampshire,193400,170
2017-05-01,Florida,231600,39047
2016-06-01,South Carolina,236100,4677
2018-03-01,Indiana,163800,72
2016-01-01,Washington,326000,4457
2017-07-01,New Mexico,292600,13
2022-03-01,South Dakota,263100,54
2017-09-01,Rhode Island,273800,993
2020-05-01,Oregon,381300,3612
2020-04-01,Utah,391900,29
2018-10-01,New York,605800,2452
2017-01-01,Maryland,178800,415
2021-03-01,Wisconsin,232200,66
2014-01-01,Colorado,362100,46
2013-03-01,New Hampshire,184000,1211
2021-03-01,Kentucky,160300,240
2021-07-01,Arkansas,153100,35
2019-10-01,Hawaii,480000,5
2016-08-01,Utah,289800,3668
2018-07-01,Nebraska,173300,51
2012-07-01,California,267400,4422
2018-05-01,Wisconsin,198400,6526
2019-07-01,Colorado,408200,518
2019-05-01,Louisiana,220400,3422
2012-03-01,Illinois,140400,8579
2016-07-01,Arkansas,154000,2445
2016-07-01,Missouri,176100,5247
2014-10-01,Ohio,112400,1136
2021-08-01,Maryland,384300,9852
2021-02-01,Alabama,237200,2969
2017-01-01,Florida,188800,1876
2017-06-01,Maine,210100,1779
2020-08-01,Georgia,239200,53
2020-06-01,Colorado,303900,1080
2012-08-01,Wisconsin,125400,1955
2017-05-01,Colorado,392100,8179
2013-12-01,Oklahoma,140800,2603
2019-01-01,West Virginia,121500,2
2019-11-01,Minnesota,220200,861
2017-01-01,Alaska,271800,340
2017-08-01,Alaska,391500,49
2017-10-01,Missouri,169900,4687
2021-11-01,Texas,338600,25689
2018-09-01,New York,383500,294
2017-05-01,Idaho,201900,61
2014-06-01,Texas,156600,1042
2017-04-01,Mississippi,159200,1136
2014-04-01,Florida,149300,322
2014-12-01,Mississippi,142300,910
2021-03-01,Maine,387100,195
2019-11-01,New Mexico,363000,238
2018-04-01,Illinois,237900,2715
2018-03-01,Minnesota,179400,287
2014-03-01,New Jersey,209400,242
2016-05-01,Virginia,310400,11370
2019-08-01,South Dakota,221300,504
2013-02-01,Massachusetts,275800,3348
2017-03-01,Idaho,218800,1885
2013-10-01,Missouri,118500,1779
2012-09-01,Missouri,97900,42
2022-04-01,Oregon,446100,255
2013-04-01,Pennsylvania,171200,8402
2013-10-01,Texas,146400,834
2012-12-01,Iowa,169000,8
2021-09-01,Tennessee,244300,69
2019-06-01,Texas,250900,713
2015-02-01,Alabama,27300,3
2018-12-01,New Jersey,347900,661
2017-01-01,Pennsylvania,192400,4576
2018-07-01,Ohio,163900,14287
2018-02-01,Vermont,225400,280
2015-07-01,Tennessee,163200,224
2016-03-01,Kansas,175700,1992
2013-08-01,Kansas,173200,2071
2012-11-01,Louisiana,182600,85
2017-03-01,Delaware,210100,779
2022-05-01,Oregon,541000,5132
2018-02-01,Massachusetts,351200,355
2016-07-01,Virginia,328500,7898
2020-03-01,Columbia,740000,11
2013-01-01,Rhode Island,193600,93
2016-11-01,Minnesota,231400,132
2016-02-01,Minnesota,146600,169
2015-12-01,Columbia,420700,309
2020-10-01,Pennsylvania,224100,540
2017-11-01,Columbia,671700,114
2017-01-01,West Virginia,139800,28
2020-05-01,Louisiana,156300,37
2012-04-01,Minnesota,127600,625
2014-02-01,California,431700,945
2021-09-01,Minnesota,315900,8631
2017-11-01,Michigan,166600,8911
2015-02-01,Hawaii,526200,423
2014-11-01,Nevada,196700,39
2018-08-01,Maine,227900,2277
2021-07-01,Massachusetts,471800,855
2012-08-01,Missouri,122000,39
2015-10-01,New Jersey,254000,4181
2019-12-01,Iowa,212000,950
2014-10-01,New York,171100,199
2014-11-01,Florida,177400,22658
2013-03-01,New Hampshire,197100,933
2019-08-01,Minnesota,224400,1223
2018-05-01,Hawaii,599300,17
2022-05-01,Kentucky,357400,27
2021-01-01,Tennessee,258400,268
2012-10-01,West Virginia,65000,2
2014-09-01,Washington,215600,745
2015-09-01,New Mexico,335900,198
2020-07-01,Florida,202200,7812
2019-09-01,Alabama,211500,3289
2016-12-01,Missouri,109600,85
2018-07-01,Washington,435500,9967
2018-02-01,Tennessee,207500,166
2018-06-01,Colorado,420200,8476
2015-05-01,Louisiana,130000,27
2021-01-01,North Carolina,210500,485
2021-04-01,South Dakota,253400,308
2018-10-01,Arizona,248700,75
2013-09-01,Delaware,215100,402
2021-09-01,Delaware,205000,11
2016-04-01,Arizona,179500,79
2017-12-01,Alabama,146300,95
2017-07-01,New Hampshire,230400,61
2022-01-01,Minnesota,202400,194
2012-04-01,Kansas,121000,64
2018-06-01,Colorado,290300,1158
2020-09-01,Wisconsin,199400,847
2020-12-01,Connecticut,202600,1024
2017-04-01,Minnesota,169900,297
2015-02-01,Alabama,239200,142
2019-10-01,New York,394000,13355
2014-03-01,New York,217100,291
2015-10-01,New Mexico,276900,27
2018-08-01,South Carolina,148100,731
2020-05-01,New Jersey,374500,353
2021-04-01,Arkansas,187700,29
2016-10-01,New Mexico,318800,225
2020-11-01,South Carolina,296400,4681
2019-11-01,Arizona,184100,603
2020-09-01,Massachusetts,421600,827
2013-07-01,Mississippi,80700,9
2019-07-01,Hawaii,575100,1479
2015-06-01,North Carolina,170900,712
2016-09-01,Utah,283300,3284
2019-12-01,Mississippi,155700,20
2012-10-01,Arizona,90100,557
2012-04-01,Wisconsin,154200,84
2018-09-01,California,625200,1134
2017-03-01,Florida,247800,25247
2012-10-01,New Hampshire,209700,1167
2013-11-01,Vermont,198900,536
2014-08-01,Louisiana,181900,124
2019-06-01,California,496200,4711
2018-03-01,Indiana,83800,60
2014-09-01,California,369900,4594
2015-11-01,South Carolina,491300,6
2020-01-01,Massachusetts,467700,860
2019-10-01,Illinois,208200,1120
2021-12-01,Washington,572300,10040
2012-01-01,Idaho,162500,22
2019-09-01,Colorado,430300,7053
2017-08-01,Illinois,220300,2917
2013-01-01,Iowa,136200,647
2021-04-01,Massachusetts,528400,6764
2021-01-01,Illinois,213400,1667
2014-08-01,Vermont,134500,17
2020-05-01,New Mexico,363500,161
2014-02-01,Oklahoma,135800,2257
2021-12-01,New York,553900,419
2021-07-01,Kansas,285200,2762
2022-03-01,Indiana,252200,4474
2022-04-01,Kansas,141800,30
2018-08-01,Wisconsin,195400,8634
2015-09-01,Florida,167300,343
2013-01-01,Oregon,212700,2696
2017-06-01,New York,423500,14405
2014-03-01,Maine,134500,320
2017-12-01,Texas,191400,907
2013-06-01,New Hampshire,228900,1456
2018-02-01,Colorado,421100,3661
2018-09-01,Idaho,271000,2260
2013-06-01,Kansas,78900,7
2013-10-01,Maryland,166200,16
2016-09-01,Oregon,306300,5931
2019-05-01,New Jersey,326600,8864
2013-12-01,Oregon,188300,234
2015-08-01,Mississippi,119100,17
2021-05-01,Delaware,229000,261
2013-11-01,California,437400,1203
2016-07-01,Iowa,146200,232
2016-03-01,Hawaii,391500,656
2022-04-01,New Jersey,443400,6775
2013-12-01,New Mexico,375000,3
2016-04-01,Nevada,100000,432
2021-02-01,Pennsylvania,256600,4361
2017-01-01,Wisconsin,166000,37
2013-08-01,Oklahoma,147800,3544
2018-11-01,Georgia,227700,10382
2012-06-01,New Hampshire,166600,110
2021-07-01,Florida,374100,30568
2021-09-01,Nebraska,251600,1853
2019-07-01,Delaware,116000,7
2022-02-01,Wisconsin,241500,35
2013-08-01,Utah,226500,3677
2015-11-01,New York,224700,342
2022-02-01,Rhode Island,398300,871
2017-10-01,Connecticut,240700,3988
2019-08-01,Maryland,320800,8383
2014-12-01,Alaska,265500,593
2021-04-01,Idaho,508400,45
2016-10-01,Massachusetts,408200,534
2014-06-01,Nevada,126000,237
2019-07-01,Tennessee,267400,7827
2019-01-01,Michigan,164000,5860
2012-07-01,Illinois,172100,7510
2019-04-01,North Carolina,233800,732
2016-10-01,Pennsylvania,116100,221
2013-09-01,Idaho,216600,24
2021-12-01,Texas,258500,1214
2014-08-01,New Mexico,317500,201
2012-07-01,Oklahoma,124600,18
2019-04-01,Arkansas,174100,2560
2013-03-01,North Carolina,179000,3904
2015-06-01,California,616800,1129
2022-04-01,Virginia,313600,1270
2012-03-01,South Dakota,79000,4
2018-11-01,Iowa,172600,148
2018-03-01,Illinois,242500,2376
2014-10-01,Pennsylvania,143300,2211
2021-08-01,Massachusetts,482600,809
2014-06-01,Rhode Island,241100,944
2012-02-01,Iowa,118600,487
2022-04-01,Iowa,228700,23
2017-08-01,Kansas,205300,2297
2014-11-01,Rhode Island,157100,92
2014-04-01,Alaska,317800,28
2013-06-01,Arkansas,141100,1079
2013-08-01,Nevada,84800,428
2016-10-01,West Virginia,186300,318
2018-09-01,Indiana,143400,297
2013-03-01,North Carolina,134000,18
2019-08-01,Georgia,231900,60
2019-02-01,Oregon,320400,141
2015-03-01,California,455400,30322
2015-07-01,Nebraska,166200,1788
2019-04-01,Maryland,198400,558
2013-05-01,New York,205900,6268
2017-04-01,Missouri,169900,4864
2015-08-01,South Carolina,210500,3694
2020-12-01,Maryland,270100,3099
2021-08-01,Florida,370500,29340
2019-05-01,Rhode Island,280000,158
2015-09-01,Florida,143100,6154
2017-09-01,Washington,389300,11361
2021-07-01,California,794800,30476
2016-04-01,Texas,232500,621
2016-01-01,Mississippi,119000,3
2021-08-01,Minnesota,324900,9353
2013-02-01,Minnesota,106400,184
2016-08-01,Nevada,246000,4132
2012-10-01,Pennsylvania,172900,441
2014-08-01,Indiana,121100,276
2018-08-01,South Dakota,202700,498
2015-10-01,Louisiana,185900,150
2018-08-01,Ohio,142800,1452
2012-11-01,California,424100,1107
2012-03-01,Missouri,70600,53
2020-03-01,New Hampshire,276500,70
2013-08-01,Pennsylvania,188300,591
2014-07-01,Pennsylvania,100000,176
2015-11-01,New York,216600,6626
2018-07-01,Michigan,192100,16031
2018-03-01,Maryland,228900,7
2019-09-01,Alaska,345000,37
2012-08-01,Utah,178900,46
2017-04-01,Utah,283100,3714
2020-09-01,Virginia,276800,1333
2016-12-01,Michigan,150100,10131
2021-11-01,South Carolina,336100,4905
2016-07-01,Alabama,181300,3340
2018-12-01,Nevada,205000,227
2020-07-01,Massachusetts,487600,6428
2013-02-01,Hawaii,675000,1
2015-08-01,Oklahoma,132200,30
2020-11-01,Rhode Island,218500,1
2019-04-01,Texas,255600,24832
2020-02-01,Tennessee,230600,232
2020-09-01,Alabama,266700,217
2022-01-01,Wisconsin,199000,337
2015-09-01,Idaho,195100,1961
2020-02-01,New Hampshire,244600,87
2022-05-01,Hawaii,929200,18
2012-09-01,Louisiana,167300,1980
2012-07-01,Oregon,216900,3946
2019-12-01,Connecticut,193600,772
2019-04-01,Arizona,170000,821
2021-01-01,Alaska,196900,87
2016-08-01,Minnesota,221300,8764
2022-05-01,Tennessee,403200,8414
2016-04-01,Delaware,65000,1
2017-12-01,Virginia,334100,1709
2014-05-01,Utah,192600,345
2020-02-01,Vermont,246300,43
2019-04-01,South Carolina,191300,281
2017-07-01,Connecticut,182500,811
2019-06-01,South Carolina,156400,700
2016-02-01,Rhode Island,172800,108
2014-09-01,Alaska,264800,721
2017-01-01,Florida,158200,5388
2021-06-01,Louisiana,212200,284
2013-01-01,Columbia,420000,484
2014-07-01,Arizona,140000,638
2017-07-01,Georgia,196400,723
2013-08-01,Alabama,159600,2535
2021-02-01,Virginia,357000,8785
2015-03-01,North Carolina,129600,26
2015-09-01,Louisiana,161700,134
2012-09-01,New Jersey,256900,194
2014-09-01,Hawaii,464700,1126
2013-03-01,Arkansas,131100,918
2019-01-01,Alabama,193800,2177
2013-08-01,Mississippi,63800,7
2012-10-01,Nevada,85500,242
2018-11-01,Michigan,173600,10613
2015-06-01,Oklahoma,129800,11
2013-06-01,Maryland,207500,1886
2016-01-01,Pennsylvania,192000,4402
2017-04-01,Connecticut,242800,3463
2017-05-01,Michigan,160200,1584
2012-10-01,Missouri,115900,1432
2016-07-01,North Carolina,176000,698
2016-04-01,Oklahoma,88300,79
2018-04-01,Georgia,243600,10807
2015-02-01,New Hampshire,207400,861
2020-11-01,Kansas,198900,79
2014-10-01,Wisconsin,132800,6
2015-05-01,Alabama,177600,2764
2015-01-01,Kentucky,160800,13
2020-07-01,Texas,282100,36966
2012-02-01,Texas,111100,128
2015-11-01,West Virginia,138900,31
2015-11-01,Louisiana,185300,2093
2012-09-01,Michigan,110300,6125
2016-02-01,Alabama,87900,4
2018-09-01,Tennessee,233300,6919
2014-10-01,Delaware,130100,7
2018-04-01,Washington,535100,531
2020-04-01,Iowa,213500,1073
2019-08-01,California,613100,1502
2021-10-01,Georgia,253600,760
2019-10-01,Idaho,300400,2503
2013-08-01,Colorado,231900,380
2021-02-01,South Dakota,250800,216
2022-01-01,Kansas,230600,50
2020-06-01,West Virginia,174700,67
2016-10-01,Idaho,217800,2050
2013-08-01,Massachusetts,350600,5633
2019-05-01,Kentucky,190900,3780
2016-01-01,Minnesota,204300,3114
2017-02-01,Georgia,214000,660
2015-10-01,Nevada,91700,383
2019-01-01,Mississippi,43900,4
2015-06-01,Tennessee,202900,7198
2018-01-01,Pennsylvania,167900,2021
2016-03-01,Arizona,227300,8601
2012-07-01,New Hampshire,164400,156
2012-07-01,Georgia,102900,824
2015-10-01,Virginia,315100,1535
2019-07-01,New York,597800,2368
2016-06-01,Massachusetts,321500,998
2021-02-01,Idaho,483800,23
2016-02-01,Arizona,157200,604
2016-11-01,Alabama,177100,2587
2018-03-01,New Jersey,312000,583
2018-03-01,Indiana,178300,3860
2019-08-01,Minnesota,273000,7389
2021-02-01,Idaho,304400,81
2016-06-01,Nevada,105900,485
2020-11-01,Louisiana,238400,3189
2021-09-01,Alabama,263500,4121
2018-09-01,Missouri,176500,4688
2014-08-01,South Carolina,203200,3386
2022-05-01,South Carolina,462200,42
2016-02-01,Vermont,187300,415
2013-06-01,Massachusetts,328400,425
2013-11-01,Columbia,490600,566
2012-05-01,Maryland,191300,1573
2014-09-01,Nebraska,157100,1311
2021-05-01,Vermont,331100,585
2015-10-01,Louisiana,186500,2154
2012-01-01,Maryland,115000,4
2018-08-01,West Virginia,202600,416
2019-01-01,Maryland,206000,1601
2013-07-01,Oregon,257400,4519
2013-09-01,Nebraska,100300,12
2015-05-01,Missouri,107600,60
2015-04-01,Mississippi,147000,1022
2012-07-01,Texas,170200,20097
2021-06-01,Illinois,258500,1945
2015-02-01,Idaho,139200,35
2020-03-01,Nebraska,224900,85
2015-06-01,Kansas,195900,2495
2019-05-01,Michigan,121400,171
2012-05-01,New Jersey,266200,83
2020-06-01,Kentucky,163900,23
